store_id,category,timestamp,inthanin_total_branches,punthai_total_branches,punthai_gas_station_branches,punthai_outside_station_branches,punthai_franchise_branches,cafe_amazon_total_branches,cafe_amazon_service_station_branches,inthanin_store_type_relevance,punthai_store_type_relevance,coffee_competitor_category_sensitivity,inthanin_branch_index,punthai_branch_index,punthai_gas_station_branch_index,cafe_amazon_station_branch_index,inthanin_pressure_score,punthai_pressure_score,punthai_station_pressure_score,coffee_chain_competition_score,amazon_station_market_anchor_score
1,Coffee,2023-01-27,1000,882,441,265,176,4200,2200,0.3,0.25,1.0,1.0,0.882,0.63,1.0,0.3,0.2205,0.1575,0.5205,1.0
1,Coffee,2023-01-28,1000,882,441,265,176,4200,2200,0.3,0.25,1.0,1.0,0.882,0.63,1.0,0.3,0.2205,0.1575,0.5205,1.0
1,Coffee,2023-01-29,1000,882,441,265,176,4200,2200,0.3,0.25,1.0,1.0,0.882,0.63,1.0,0.3,0.2205,0.1575,0.5205,1.0
1,Coffee,2023-01-30,1000,882,441,265,176,4200,2200,0.3,0.25,1.0,1.0,0.882,0.63,1.0,0.3,0.2205,0.1575,0.5205,1.0
1,Coffee,2023-01-31,1000,882,441,265,176,4200,2200,0.3,0.25,1.0,1.0,0.882,0.63,1.0,0.3,0.2205,0.1575,0.5205,1.0
1,Coffee,2023-02-01,1000,882,441,265,176,4200,2200,0.3,0.25,1.0,1.0,0.882,0.63,1.0,0.3,0.2205,0.1575,0.5205,1.0
1,Coffee,2023-02-02,1000,882,441,265,176,4200,2200,0.3,0.25,1.0,1.0,0.882,0.63,1.0,0.3,0.2205,0.1575,0.5205,1.0
1,Coffee,2023-02-03,1000,882,441,265,176,4200,2200,0.3,0.25,1.0,1.0,0.882,0.63,1.0,0.3,0.2205,0.1575,0.5205,1.0
1,Coffee,2023-02-04,1000,882,441,265,176,4200,2200,0.3,0.25,1.0,1.0,0.882,0.63,1.0,0.3,0.2205,0.1575,0.5205,1.0
1,Coffee,2023-02-05,1000,882,441,265,176,4200,2200,0.3,0.25,1.0,1.0,0.882,0.63,1.0,0.3,0.2205,0.1575,0.5205,1.0
1,Coffee,2023-02-06,1000,882,441,265,176,4200,2200,0.3,0.25,1.0,1.0,0.882,0.63,1.0,0.3,0.2205,0.1575,0.5205,1.0
1,Coffee,2023-02-07,1000,882,441,265,176,4200,2200,0.3,0.25,1.0,1.0,0.882,0.63,1.0,0.3,0.2205,0.1575,0.5205,1.0
1,Coffee,2023-02-08,1000,882,441,265,176,4200,2200,0.3,0.25,1.0,1.0,0.882,0.63,1.0,0.3,0.2205,0.1575,0.5205,1.0
1,Coffee,2023-02-09,1000,882,441,265,176,4200,2200,0.3,0.25,1.0,1.0,0.882,0.63,1.0,0.3,0.2205,0.1575,0.5205,1.0
1,Coffee,2023-02-10,1000,882,441,265,176,4200,2200,0.3,0.25,1.0,1.0,0.882,0.63,1.0,0.3,0.2205,0.1575,0.5205,1.0
1,Coffee,2023-02-11,1000,882,441,265,176,4200,2200,0.3,0.25,1.0,1.0,0.882,0.63,1.0,0.3,0.2205,0.1575,0.5205,1.0
1,Coffee,2023-02-12,1000,882,441,265,176,4200,2200,0.3,0.25,1.0,1.0,0.882,0.63,1.0,0.3,0.2205,0.1575,0.5205,1.0
1,Coffee,2023-02-13,1000,882,441,265,176,4200,2200,0.3,0.25,1.0,1.0,0.882,0.63,1.0,0.3,0.2205,0.1575,0.5205,1.0
1,Coffee,2023-02-14,1000,882,441,265,176,4200,2200,0.3,0.25,1.0,1.0,0.882,0.63,1.0,0.3,0.2205,0.1575,0.5205,1.0
1,Coffee,2023-02-15,1000,882,441,265,176,4200,2200,0.3,0.25,1.0,1.0,0.882,0.63,1.0,0.3,0.2205,0.1575,0.5205,1.0
1,Coffee,2023-02-16,1000,882,441,265,176,4200,2200,0.3,0.25,1.0,1.0,0.882,0.63,1.0,0.3,0.2205,0.1575,0.5205,1.0
1,Coffee,2023-02-17,1000,882,441,265,176,4200,2200,0.3,0.25,1.0,1.0,0.882,0.63,1.0,0.3,0.2205,0.1575,0.5205,1.0
1,Coffee,2023-02-18,1000,882,441,265,176,4200,2200,0.3,0.25,1.0,1.0,0.882,0.63,1.0,0.3,0.2205,0.1575,0.5205,1.0
1,Coffee,2023-02-19,1000,882,441,265,176,4200,2200,0.3,0.25,1.0,1.0,0.882,0.63,1.0,0.3,0.2205,0.1575,0.5205,1.0
1,Coffee,2023-02-20,1000,882,441,265,176,4200,2200,0.3,0.25,1.0,1.0,0.882,0.63,1.0,0.3,0.2205,0.1575,0.5205,1.0
1,Coffee,2023-02-21,1000,882,441,265,176,4200,2200,0.3,0.25,1.0,1.0,0.882,0.63,1.0,0.3,0.2205,0.1575,0.5205,1.0
1,Coffee,2023-02-22,1000,882,441,265,176,4200,2200,0.3,0.25,1.0,1.0,0.882,0.63,1.0,0.3,0.2205,0.1575,0.5205,1.0
1,Coffee,2023-02-23,1000,882,441,265,176,4200,2200,0.3,0.25,1.0,1.0,0.882,0.63,1.0,0.3,0.2205,0.1575,0.5205,1.0
1,Coffee,2023-02-24,1000,882,441,265,176,4200,2200,0.3,0.25,1.0,1.0,0.882,0.63,1.0,0.3,0.2205,0.1575,0.5205,1.0
1,Coffee,2023-02-25,1000,882,441,265,176,4200,2200,0.3,0.25,1.0,1.0,0.882,0.63,1.0,0.3,0.2205,0.1575,0.5205,1.0
1,Coffee,2023-02-26,1000,882,441,265,176,4200,2200,0.3,0.25,1.0,1.0,0.882,0.63,1.0,0.3,0.2205,0.1575,0.5205,1.0
1,Coffee,2023-02-27,1000,882,441,265,176,4200,2200,0.3,0.25,1.0,1.0,0.882,0.63,1.0,0.3,0.2205,0.1575,0.5205,1.0
1,Coffee,2023-02-28,1000,882,441,265,176,4200,2200,0.3,0.25,1.0,1.0,0.882,0.63,1.0,0.3,0.2205,0.1575,0.5205,1.0
1,Coffee,2023-03-01,1000,882,441,265,176,4200,2200,0.3,0.25,1.0,1.0,0.882,0.63,1.0,0.3,0.2205,0.1575,0.5205,1.0
1,Coffee,2023-03-02,1000,882,441,265,176,4200,2200,0.3,0.25,1.0,1.0,0.882,0.63,1.0,0.3,0.2205,0.1575,0.5205,1.0
1,Coffee,2023-03-03,1000,882,441,265,176,4200,2200,0.3,0.25,1.0,1.0,0.882,0.63,1.0,0.3,0.2205,0.1575,0.5205,1.0
1,Coffee,2023-03-04,1000,882,441,265,176,4200,2200,0.3,0.25,1.0,1.0,0.882,0.63,1.0,0.3,0.2205,0.1575,0.5205,1.0
1,Coffee,2023-03-05,1000,882,441,265,176,4200,2200,0.3,0.25,1.0,1.0,0.882,0.63,1.0,0.3,0.2205,0.1575,0.5205,1.0
1,Coffee,2023-03-06,1000,882,441,265,176,4200,2200,0.3,0.25,1.0,1.0,0.882,0.63,1.0,0.3,0.2205,0.1575,0.5205,1.0
1,Coffee,2023-03-07,1000,882,441,265,176,4200,2200,0.3,0.25,1.0,1.0,0.882,0.63,1.0,0.3,0.2205,0.1575,0.5205,1.0
1,Coffee,2023-03-08,1000,882,441,265,176,4200,2200,0.3,0.25,1.0,1.0,0.882,0.63,1.0,0.3,0.2205,0.1575,0.5205,1.0
1,Coffee,2023-03-09,1000,882,441,265,176,4200,2200,0.3,0.25,1.0,1.0,0.882,0.63,1.0,0.3,0.2205,0.1575,0.5205,1.0
1,Coffee,2023-03-10,1000,882,441,265,176,4200,2200,0.3,0.25,1.0,1.0,0.882,0.63,1.0,0.3,0.2205,0.1575,0.5205,1.0
1,Coffee,2023-03-11,1000,882,441,265,176,4200,2200,0.3,0.25,1.0,1.0,0.882,0.63,1.0,0.3,0.2205,0.1575,0.5205,1.0
1,Coffee,2023-03-12,1000,882,441,265,176,4200,2200,0.3,0.25,1.0,1.0,0.882,0.63,1.0,0.3,0.2205,0.1575,0.5205,1.0
1,Coffee,2023-03-13,1000,882,441,265,176,4200,2200,0.3,0.25,1.0,1.0,0.882,0.63,1.0,0.3,0.2205,0.1575,0.5205,1.0
1,Coffee,2023-03-14,1000,882,441,265,176,4200,2200,0.3,0.25,1.0,1.0,0.882,0.63,1.0,0.3,0.2205,0.1575,0.5205,1.0
1,Coffee,2023-03-15,1000,882,441,265,176,4200,2200,0.3,0.25,1.0,1.0,0.882,0.63,1.0,0.3,0.2205,0.1575,0.5205,1.0
1,Coffee,2023-03-16,1000,882,441,265,176,4200,2200,0.3,0.25,1.0,1.0,0.882,0.63,1.0,0.3,0.2205,0.1575,0.5205,1.0
1,Coffee,2023-03-17,1000,882,441,265,176,4200,2200,0.3,0.25,1.0,1.0,0.882,0.63,1.0,0.3,0.2205,0.1575,0.5205,1.0
1,Coffee,2023-03-18,1000,882,441,265,176,4200,2200,0.3,0.25,1.0,1.0,0.882,0.63,1.0,0.3,0.2205,0.1575,0.5205,1.0
1,Coffee,2023-03-19,1000,882,441,265,176,4200,2200,0.3,0.25,1.0,1.0,0.882,0.63,1.0,0.3,0.2205,0.1575,0.5205,1.0
1,Coffee,2023-03-20,1000,882,441,265,176,4200,2200,0.3,0.25,1.0,1.0,0.882,0.63,1.0,0.3,0.2205,0.1575,0.5205,1.0
1,Coffee,2023-03-21,1000,882,441,265,176,4200,2200,0.3,0.25,1.0,1.0,0.882,0.63,1.0,0.3,0.2205,0.1575,0.5205,1.0
1,Coffee,2023-03-22,1000,882,441,265,176,4200,2200,0.3,0.25,1.0,1.0,0.882,0.63,1.0,0.3,0.2205,0.1575,0.5205,1.0
1,Coffee,2023-03-23,1000,882,441,265,176,4200,2200,0.3,0.25,1.0,1.0,0.882,0.63,1.0,0.3,0.2205,0.1575,0.5205,1.0
1,Coffee,2023-03-24,1000,882,441,265,176,4200,2200,0.3,0.25,1.0,1.0,0.882,0.63,1.0,0.3,0.2205,0.1575,0.5205,1.0
1,Coffee,2023-03-25,1000,882,441,265,176,4200,2200,0.3,0.25,1.0,1.0,0.882,0.63,1.0,0.3,0.2205,0.1575,0.5205,1.0
1,Coffee,2023-03-26,1000,882,441,265,176,4200,2200,0.3,0.25,1.0,1.0,0.882,0.63,1.0,0.3,0.2205,0.1575,0.5205,1.0
1,Coffee,2023-03-27,1000,882,441,265,176,4200,2200,0.3,0.25,1.0,1.0,0.882,0.63,1.0,0.3,0.2205,0.1575,0.5205,1.0
1,Coffee,2023-03-28,1000,882,441,265,176,4200,2200,0.3,0.25,1.0,1.0,0.882,0.63,1.0,0.3,0.2205,0.1575,0.5205,1.0
1,Coffee,2023-03-29,1000,882,441,265,176,4200,2200,0.3,0.25,1.0,1.0,0.882,0.63,1.0,0.3,0.2205,0.1575,0.5205,1.0
1,Coffee,2023-03-30,1000,882,441,265,176,4200,2200,0.3,0.25,1.0,1.0,0.882,0.63,1.0,0.3,0.2205,0.1575,0.5205,1.0
1,Coffee,2023-03-31,1000,882,441,265,176,4200,2200,0.3,0.25,1.0,1.0,0.882,0.63,1.0,0.3,0.2205,0.1575,0.5205,1.0
1,Coffee,2023-04-01,1000,882,441,265,176,4200,2200,0.3,0.25,1.0,1.0,0.882,0.63,1.0,0.3,0.2205,0.1575,0.5205,1.0
1,Coffee,2023-04-02,1000,882,441,265,176,4200,2200,0.3,0.25,1.0,1.0,0.882,0.63,1.0,0.3,0.2205,0.1575,0.5205,1.0
1,Coffee,2023-04-03,1000,882,441,265,176,4200,2200,0.3,0.25,1.0,1.0,0.882,0.63,1.0,0.3,0.2205,0.1575,0.5205,1.0
1,Coffee,2023-04-04,1000,882,441,265,176,4200,2200,0.3,0.25,1.0,1.0,0.882,0.63,1.0,0.3,0.2205,0.1575,0.5205,1.0
1,Coffee,2023-04-05,1000,882,441,265,176,4200,2200,0.3,0.25,1.0,1.0,0.882,0.63,1.0,0.3,0.2205,0.1575,0.5205,1.0
1,Coffee,2023-04-06,1000,882,441,265,176,4200,2200,0.3,0.25,1.0,1.0,0.882,0.63,1.0,0.3,0.2205,0.1575,0.5205,1.0
1,Coffee,2023-04-07,1000,882,441,265,176,4200,2200,0.3,0.25,1.0,1.0,0.882,0.63,1.0,0.3,0.2205,0.1575,0.5205,1.0
1,Coffee,2023-04-08,1000,882,441,265,176,4200,2200,0.3,0.25,1.0,1.0,0.882,0.63,1.0,0.3,0.2205,0.1575,0.5205,1.0
1,Coffee,2023-04-09,1000,882,441,265,176,4200,2200,0.3,0.25,1.0,1.0,0.882,0.63,1.0,0.3,0.2205,0.1575,0.5205,1.0
1,Coffee,2023-04-10,1000,882,441,265,176,4200,2200,0.3,0.25,1.0,1.0,0.882,0.63,1.0,0.3,0.2205,0.1575,0.5205,1.0
1,Coffee,2023-04-11,1000,882,441,265,176,4200,2200,0.3,0.25,1.0,1.0,0.882,0.63,1.0,0.3,0.2205,0.1575,0.5205,1.0
1,Coffee,2023-04-12,1000,882,441,265,176,4200,2200,0.3,0.25,1.0,1.0,0.882,0.63,1.0,0.3,0.2205,0.1575,0.5205,1.0
1,Coffee,2023-04-13,1000,882,441,265,176,4200,2200,0.3,0.25,1.0,1.0,0.882,0.63,1.0,0.3,0.2205,0.1575,0.5205,1.0
1,Coffee,2023-04-14,1000,882,441,265,176,4200,2200,0.3,0.25,1.0,1.0,0.882,0.63,1.0,0.3,0.2205,0.1575,0.5205,1.0
1,Coffee,2023-04-15,1000,882,441,265,176,4200,2200,0.3,0.25,1.0,1.0,0.882,0.63,1.0,0.3,0.2205,0.1575,0.5205,1.0
1,Coffee,2023-04-16,1000,882,441,265,176,4200,2200,0.3,0.25,1.0,1.0,0.882,0.63,1.0,0.3,0.2205,0.1575,0.5205,1.0
1,Coffee,2023-04-17,1000,882,441,265,176,4200,2200,0.3,0.25,1.0,1.0,0.882,0.63,1.0,0.3,0.2205,0.1575,0.5205,1.0
1,Coffee,2023-04-18,1000,882,441,265,176,4200,2200,0.3,0.25,1.0,1.0,0.882,0.63,1.0,0.3,0.2205,0.1575,0.5205,1.0
1,Coffee,2023-04-19,1000,882,441,265,176,4200,2200,0.3,0.25,1.0,1.0,0.882,0.63,1.0,0.3,0.2205,0.1575,0.5205,1.0
1,Coffee,2023-04-20,1000,882,441,265,176,4200,2200,0.3,0.25,1.0,1.0,0.882,0.63,1.0,0.3,0.2205,0.1575,0.5205,1.0
1,Coffee,2023-04-21,1000,882,441,265,176,4200,2200,0.3,0.25,1.0,1.0,0.882,0.63,1.0,0.3,0.2205,0.1575,0.5205,1.0
1,Coffee,2023-04-22,1000,882,441,265,176,4200,2200,0.3,0.25,1.0,1.0,0.882,0.63,1.0,0.3,0.2205,0.1575,0.5205,1.0
1,Coffee,2023-04-23,1000,882,441,265,176,4200,2200,0.3,0.25,1.0,1.0,0.882,0.63,1.0,0.3,0.2205,0.1575,0.5205,1.0
1,Coffee,2023-04-24,1000,882,441,265,176,4200,2200,0.3,0.25,1.0,1.0,0.882,0.63,1.0,0.3,0.2205,0.1575,0.5205,1.0
1,Coffee,2023-04-25,1000,882,441,265,176,4200,2200,0.3,0.25,1.0,1.0,0.882,0.63,1.0,0.3,0.2205,0.1575,0.5205,1.0
1,Coffee,2023-04-26,1000,882,441,265,176,4200,2200,0.3,0.25,1.0,1.0,0.882,0.63,1.0,0.3,0.2205,0.1575,0.5205,1.0
1,Coffee,2023-04-27,1000,882,441,265,176,4200,2200,0.3,0.25,1.0,1.0,0.882,0.63,1.0,0.3,0.2205,0.1575,0.5205,1.0
1,Coffee,2023-04-28,1000,882,441,265,176,4200,2200,0.3,0.25,1.0,1.0,0.882,0.63,1.0,0.3,0.2205,0.1575,0.5205,1.0
1,Coffee,2023-04-29,1000,882,441,265,176,4200,2200,0.3,0.25,1.0,1.0,0.882,0.63,1.0,0.3,0.2205,0.1575,0.5205,1.0
1,Coffee,2023-04-30,1000,882,441,265,176,4200,2200,0.3,0.25,1.0,1.0,0.882,0.63,1.0,0.3,0.2205,0.1575,0.5205,1.0
1,Coffee,2023-05-01,1000,882,441,265,176,4200,2200,0.3,0.25,1.0,1.0,0.882,0.63,1.0,0.3,0.2205,0.1575,0.5205,1.0
1,Coffee,2023-05-02,1000,882,441,265,176,4200,2200,0.3,0.25,1.0,1.0,0.882,0.63,1.0,0.3,0.2205,0.1575,0.5205,1.0
1,Coffee,2023-05-03,1000,882,441,265,176,4200,2200,0.3,0.25,1.0,1.0,0.882,0.63,1.0,0.3,0.2205,0.1575,0.5205,1.0
1,Coffee,2023-05-04,1000,882,441,265,176,4200,2200,0.3,0.25,1.0,1.0,0.882,0.63,1.0,0.3,0.2205,0.1575,0.5205,1.0
1,Coffee,2023-05-05,1000,882,441,265,176,4200,2200,0.3,0.25,1.0,1.0,0.882,0.63,1.0,0.3,0.2205,0.1575,0.5205,1.0
1,Coffee,2023-05-06,1000,882,441,265,176,4200,2200,0.3,0.25,1.0,1.0,0.882,0.63,1.0,0.3,0.2205,0.1575,0.5205,1.0
1,Coffee,2023-05-07,1000,882,441,265,176,4200,2200,0.3,0.25,1.0,1.0,0.882,0.63,1.0,0.3,0.2205,0.1575,0.5205,1.0
1,Coffee,2023-05-08,1000,882,441,265,176,4200,2200,0.3,0.25,1.0,1.0,0.882,0.63,1.0,0.3,0.2205,0.1575,0.5205,1.0
1,Coffee,2023-05-09,1000,882,441,265,176,4200,2200,0.3,0.25,1.0,1.0,0.882,0.63,1.0,0.3,0.2205,0.1575,0.5205,1.0
1,Coffee,2023-05-10,1000,882,441,265,176,4200,2200,0.3,0.25,1.0,1.0,0.882,0.63,1.0,0.3,0.2205,0.1575,0.5205,1.0
1,Coffee,2023-05-11,1000,882,441,265,176,4200,2200,0.3,0.25,1.0,1.0,0.882,0.63,1.0,0.3,0.2205,0.1575,0.5205,1.0
1,Coffee,2023-05-12,1000,882,441,265,176,4200,2200,0.3,0.25,1.0,1.0,0.882,0.63,1.0,0.3,0.2205,0.1575,0.5205,1.0
1,Coffee,2023-05-13,1000,882,441,265,176,4200,2200,0.3,0.25,1.0,1.0,0.882,0.63,1.0,0.3,0.2205,0.1575,0.5205,1.0
1,Coffee,2023-05-14,1000,882,441,265,176,4200,2200,0.3,0.25,1.0,1.0,0.882,0.63,1.0,0.3,0.2205,0.1575,0.5205,1.0
1,Coffee,2023-05-15,1000,882,441,265,176,4200,2200,0.3,0.25,1.0,1.0,0.882,0.63,1.0,0.3,0.2205,0.1575,0.5205,1.0
1,Coffee,2023-05-16,1000,882,441,265,176,4200,2200,0.3,0.25,1.0,1.0,0.882,0.63,1.0,0.3,0.2205,0.1575,0.5205,1.0
1,Coffee,2023-05-17,1000,882,441,265,176,4200,2200,0.3,0.25,1.0,1.0,0.882,0.63,1.0,0.3,0.2205,0.1575,0.5205,1.0
1,Coffee,2023-05-18,1000,882,441,265,176,4200,2200,0.3,0.25,1.0,1.0,0.882,0.63,1.0,0.3,0.2205,0.1575,0.5205,1.0
1,Coffee,2023-05-19,1000,882,441,265,176,4200,2200,0.3,0.25,1.0,1.0,0.882,0.63,1.0,0.3,0.2205,0.1575,0.5205,1.0
1,Coffee,2023-05-20,1000,882,441,265,176,4200,2200,0.3,0.25,1.0,1.0,0.882,0.63,1.0,0.3,0.2205,0.1575,0.5205,1.0
1,Coffee,2023-05-21,1000,882,441,265,176,4200,2200,0.3,0.25,1.0,1.0,0.882,0.63,1.0,0.3,0.2205,0.1575,0.5205,1.0
1,Coffee,2023-05-22,1000,882,441,265,176,4200,2200,0.3,0.25,1.0,1.0,0.882,0.63,1.0,0.3,0.2205,0.1575,0.5205,1.0
1,Coffee,2023-05-23,1000,882,441,265,176,4200,2200,0.3,0.25,1.0,1.0,0.882,0.63,1.0,0.3,0.2205,0.1575,0.5205,1.0
1,Coffee,2023-05-24,1000,882,441,265,176,4200,2200,0.3,0.25,1.0,1.0,0.882,0.63,1.0,0.3,0.2205,0.1575,0.5205,1.0
1,Coffee,2023-05-25,1000,882,441,265,176,4200,2200,0.3,0.25,1.0,1.0,0.882,0.63,1.0,0.3,0.2205,0.1575,0.5205,1.0
1,Coffee,2023-05-26,1000,882,441,265,176,4200,2200,0.3,0.25,1.0,1.0,0.882,0.63,1.0,0.3,0.2205,0.1575,0.5205,1.0
1,Coffee,2023-05-27,1000,882,441,265,176,4200,2200,0.3,0.25,1.0,1.0,0.882,0.63,1.0,0.3,0.2205,0.1575,0.5205,1.0
1,Coffee,2023-05-28,1000,882,441,265,176,4200,2200,0.3,0.25,1.0,1.0,0.882,0.63,1.0,0.3,0.2205,0.1575,0.5205,1.0
1,Coffee,2023-05-29,1000,882,441,265,176,4200,2200,0.3,0.25,1.0,1.0,0.882,0.63,1.0,0.3,0.2205,0.1575,0.5205,1.0
1,Coffee,2023-05-30,1000,882,441,265,176,4200,2200,0.3,0.25,1.0,1.0,0.882,0.63,1.0,0.3,0.2205,0.1575,0.5205,1.0
1,Coffee,2023-05-31,1000,882,441,265,176,4200,2200,0.3,0.25,1.0,1.0,0.882,0.63,1.0,0.3,0.2205,0.1575,0.5205,1.0
1,Coffee,2023-06-01,1000,882,441,265,176,4200,2200,0.3,0.25,1.0,1.0,0.882,0.63,1.0,0.3,0.2205,0.1575,0.5205,1.0
1,Coffee,2023-06-02,1000,882,441,265,176,4200,2200,0.3,0.25,1.0,1.0,0.882,0.63,1.0,0.3,0.2205,0.1575,0.5205,1.0
1,Coffee,2023-06-03,1000,882,441,265,176,4200,2200,0.3,0.25,1.0,1.0,0.882,0.63,1.0,0.3,0.2205,0.1575,0.5205,1.0
1,Coffee,2023-06-04,1000,882,441,265,176,4200,2200,0.3,0.25,1.0,1.0,0.882,0.63,1.0,0.3,0.2205,0.1575,0.5205,1.0
1,Coffee,2023-06-05,1000,882,441,265,176,4200,2200,0.3,0.25,1.0,1.0,0.882,0.63,1.0,0.3,0.2205,0.1575,0.5205,1.0
1,Coffee,2023-06-06,1000,882,441,265,176,4200,2200,0.3,0.25,1.0,1.0,0.882,0.63,1.0,0.3,0.2205,0.1575,0.5205,1.0
1,Coffee,2023-06-07,1000,882,441,265,176,4200,2200,0.3,0.25,1.0,1.0,0.882,0.63,1.0,0.3,0.2205,0.1575,0.5205,1.0
1,Coffee,2023-06-08,1000,882,441,265,176,4200,2200,0.3,0.25,1.0,1.0,0.882,0.63,1.0,0.3,0.2205,0.1575,0.5205,1.0
1,Coffee,2023-06-09,1000,882,441,265,176,4200,2200,0.3,0.25,1.0,1.0,0.882,0.63,1.0,0.3,0.2205,0.1575,0.5205,1.0
1,Coffee,2023-06-10,1000,882,441,265,176,4200,2200,0.3,0.25,1.0,1.0,0.882,0.63,1.0,0.3,0.2205,0.1575,0.5205,1.0
1,Coffee,2023-06-11,1000,882,441,265,176,4200,2200,0.3,0.25,1.0,1.0,0.882,0.63,1.0,0.3,0.2205,0.1575,0.5205,1.0
1,Coffee,2023-06-12,1000,882,441,265,176,4200,2200,0.3,0.25,1.0,1.0,0.882,0.63,1.0,0.3,0.2205,0.1575,0.5205,1.0
1,Coffee,2023-06-13,1000,882,441,265,176,4200,2200,0.3,0.25,1.0,1.0,0.882,0.63,1.0,0.3,0.2205,0.1575,0.5205,1.0
