store_id,category,timestamp,kaggle_event_type_category_lift_max,kaggle_event_type_category_obs_max,kaggle_event_type_store_category_lift_max,kaggle_event_type_store_category_obs_max
1,Bakery,2023-11-30,1.3480894687791238,108,1.3323560767590619,22
1,Bakery,2023-12-16,1.3867521367521367,112,1.395779722079259,24
1,Bakery,2023-12-19,1.394736842105263,123,1.4545454545454546,27
1,Bakery,2024-01-01,1.9612794612794613,110,1.9174174174174174,30
1,Bakery,2024-01-04,1.25,85,1.5238095238095237,21
1,Bakery,2024-01-10,1.40994623655914,120,1.467381174277726,28
1,Bakery,2024-02-04,0.9116541353383458,70,1.5295652173913044,8
1,Bakery,2024-02-13,1.2395833333333335,96,1.3559322033898304,25
1,Bakery,2024-02-15,1.4375,147,1.4545454545454546,33
1,Bakery,2024-02-20,1.438376168224299,148,1.4772727272727273,34
1,Bakery,2024-03-23,1.206420068027211,102,1.3351089588377723,26
1,Bakery,2024-04-13,1.4285714285714286,171,1.5,37
1,Bakery,2024-05-15,1.1780436312456017,114,1.3351089588377723,28
1,Bakery,2024-06-12,2.0833333333333335,154,2.0,39
1,Bakery,2024-06-17,1.4406779661016949,161,1.4482758620689655,33
1,Bakery,2024-06-19,1.4375,202,1.5,41
1,Bakery,2024-06-25,1.0,96,1.32,11
1,Bakery,2024-07-13,1.1515151515151516,109,1.4606854838709677,26
1,Bakery,2024-07-25,2.026666666666667,165,1.9174174174174174,42
1,Bakery,2024-07-31,1.3964695993275429,220,1.5,45
1,Bakery,2024-08-10,1.1128775834658189,138,1.3559322033898304,31
1,Bakery,2024-08-27,1.1428571428571428,115,1.4375,27
1,Bakery,2024-09-11,1.3846153846153846,238,1.4545454545454546,47
1,Bakery,2024-09-15,1.1471861471861473,120,1.4375,29
1,Bakery,2024-09-27,1.393939393939394,195,1.40498899486427,36
1,Bakery,2024-10-14,2.0,191,1.826086956521739,45
1,Bakery,2024-10-28,1.1176470588235294,157,1.3235294117647058,35
1,Bakery,2024-10-29,1.396969696969697,206,1.3617021276595744,39
1,Bakery,2024-11-01,1.1515151515151516,127,1.4375,31
1,Bakery,2024-11-12,0.9673611111111111,118,1.2195121951219512,15
1,Bakery,2024-11-18,1.6153846153846154,126,1.8571428571428572,17
1,Bakery,2024-11-19,0.9673611111111111,118,1.2195121951219512,15
1,Bakery,2024-12-02,1.437799043062201,106,1.8611111111111112,23
1,Bakery,2024-12-13,1.1515151515151516,127,1.4375,31
1,Chocolate & Milk,2023-01-05,1.0,0,1.0,0
1,Chocolate & Milk,2023-02-09,0.8541666666666667,4,0.8541666666666667,0
1,Chocolate & Milk,2023-03-14,1.2636363636363637,16,1.6636363636363636,2
1,Chocolate & Milk,2023-03-23,1.158675799086758,34,1.174901185770751,8
1,Chocolate & Milk,2023-04-05,1.267511177347243,28,1.8238095238095238,2
1,Chocolate & Milk,2023-04-14,1.2926136363636362,32,1.8238095238095238,4
1,Chocolate & Milk,2023-04-23,1.0344827586206897,23,1.6446020488573678,8
1,Chocolate & Milk,2023-05-01,1.3191489361702127,25,1.6875,4
1,Chocolate & Milk,2023-05-04,1.3461416322642108,26,2.0,5
1,Chocolate & Milk,2023-05-12,2.1666666666666665,33,2.2315010570824523,8
1,Chocolate & Milk,2023-05-15,1.6821052631578945,18,1.6821052631578945,0
1,Chocolate & Milk,2023-05-30,2.090909090909091,50,2.090909090909091,11
1,Chocolate & Milk,2023-06-13,1.0,30,1.6296296296296295,9
1,Chocolate & Milk,2023-06-20,1.3898305084745763,57,1.7959183673469388,10
1,Chocolate & Milk,2023-07-13,1.9383301707779887,56,1.9333333333333333,15
1,Chocolate & Milk,2023-07-15,1.2285714285714286,39,1.6875,10
1,Chocolate & Milk,2023-08-17,1.8819444444444444,66,1.778186274509804,18
1,Chocolate & Milk,2023-08-21,1.68,37,2.2439024390243905,3
1,Chocolate & Milk,2023-08-22,0.8605769230769231,40,1.3776422764227643,2
1,Chocolate & Milk,2023-08-29,1.0,52,1.537037037037037,14
1,Chocolate & Milk,2023-09-14,1.2727272727272727,87,1.6,17
1,Chocolate & Milk,2023-09-24,1.2272727272727273,57,1.5208333333333335,14
1,Chocolate & Milk,2023-09-26,1.68,45,2.3719512195121952,4
1,Chocolate & Milk,2023-09-29,1.3043478260869565,97,1.3043478260869565,21
1,Chocolate & Milk,2023-09-30,1.5294117647058822,47,1.7793478260869566,8
1,Chocolate & Milk,2023-10-03,1.864864864864865,81,1.6933404940923737,22
1,Chocolate & Milk,2023-10-04,1.8699324324324325,82,1.7551020408163265,23
1,Chocolate & Milk,2023-10-20,0.8461538461538461,48,1.6291666666666667,4
1,Chocolate & Milk,2023-10-28,1.6852425180598556,52,2.2439024390243905,5
1,Chocolate & Milk,2023-11-02,1.872983870967742,96,1.778186274509804,28
1,Chocolate & Milk,2023-11-05,1.3125,99,1.4584040747028864,20
1,Chocolate & Milk,2023-11-06,1.3416666666666668,108,1.35,23
1,Chocolate & Milk,2023-11-09,1.8819444444444444,98,1.7916666666666667,29
1,Chocolate & Milk,2023-11-22,1.3827838827838828,116,1.380952380952381,25
1,Chocolate & Milk,2023-11-27,1.6862745098039216,57,2.5,7
1,Chocolate & Milk,2023-11-30,1.317540322580645,108,1.4584040747028864,22
1,Chocolate & Milk,2023-12-16,1.317540322580645,112,1.3404605263157894,24
1,Chocolate & Milk,2023-12-19,1.4047619047619047,123,1.380952380952381,27
1,Chocolate & Milk,2024-01-01,1.9,110,1.778186274509804,30
1,Chocolate & Milk,2024-01-04,1.263157894736842,85,1.8095238095238095,21
1,Chocolate & Milk,2024-01-10,1.356818181818182,120,1.3592105263157896,28
1,Chocolate & Milk,2024-02-04,0.951530612244898,70,1.6366666666666667,8
1,Chocolate & Milk,2024-02-13,1.2679425837320575,96,1.6666666666666667,25
1,Chocolate & Milk,2024-02-15,1.4615384615384615,147,1.4666666666666666,33
1,Chocolate & Milk,2024-02-20,1.458041958041958,148,1.4666666666666666,34
1,Chocolate & Milk,2024-03-23,1.2679425837320575,102,1.5701754385964912,26
1,Chocolate & Milk,2024-04-13,1.4166666666666667,171,1.4666666666666666,37
1,Chocolate & Milk,2024-05-15,1.2342857142857144,114,1.4338118022328548,28
1,Chocolate & Milk,2024-06-12,2.0,154,1.9333333333333333,39
1,Chocolate & Milk,2024-06-17,1.3636363636363635,161,1.3125,33
1,Chocolate & Milk,2024-06-19,1.4405320813771518,202,1.4705882352941178,41
1,Chocolate & Milk,2024-06-25,0.9905660377358491,96,1.6333333333333333,11
1,Chocolate & Milk,2024-07-13,1.1428571428571428,109,1.5380952380952382,26
1,Chocolate & Milk,2024-07-25,1.9487179487179487,165,1.8799283154121862,42
1,Chocolate & Milk,2024-07-31,1.3879598662207357,220,1.4666666666666666,45
1,Chocolate & Milk,2024-08-10,1.1666666666666667,138,1.393939393939394,31
1,Chocolate & Milk,2024-08-27,1.1428571428571428,115,1.4761904761904763,27
1,Chocolate & Milk,2024-09-11,1.3827838827838828,238,1.380952380952381,47
1,Chocolate & Milk,2024-09-15,1.1520737327188941,120,1.4444444444444444,29
1,Chocolate & Milk,2024-09-27,1.2727272727272727,195,1.3125,36
1,Chocolate & Milk,2024-10-14,1.945945945945946,191,1.7916666666666667,45
1,Chocolate & Milk,2024-10-28,1.1666666666666667,157,1.393939393939394,35
1,Chocolate & Milk,2024-10-29,1.2926136363636362,206,1.3125,39
1,Chocolate & Milk,2024-11-01,1.1612903225806452,127,1.4444444444444444,31
1,Chocolate & Milk,2024-11-12,0.9430719656283566,118,1.3846153846153846,15
1,Chocolate & Milk,2024-11-18,1.6085106382978722,126,2.411764705882353,17
1,Chocolate & Milk,2024-11-19,0.9430719656283566,118,1.3846153846153846,15
1,Chocolate & Milk,2024-12-02,1.5700280112044818,106,1.96,23
1,Chocolate & Milk,2024-12-13,1.1612903225806452,127,1.4444444444444444,31
1,Coffee,2023-01-05,1.0,0,1.0,0
1,Coffee,2023-02-09,0.9284419144001687,4,0.9284419144001687,0
1,Coffee,2023-03-14,1.0262073725760876,16,1.628787878787879,2
1,Coffee,2023-03-23,1.2058823529411764,34,1.228465307412676,8
1,Coffee,2023-04-05,1.2985827528224838,28,1.4260006765136994,2
1,Coffee,2023-04-14,1.355600539811066,32,1.4864883884588318,4
1,Coffee,2023-04-23,1.103942652329749,23,1.463979561673916,8
1,Coffee,2023-05-01,1.302857142857143,25,1.5340909090909092,4
1,Coffee,2023-05-04,1.3218831168831169,26,1.7272727272727273,5
1,Coffee,2023-05-12,2.135135135135135,33,2.086547611816396,8
1,Coffee,2023-05-15,1.6958697618329817,18,1.6958697618329817,0
1,Coffee,2023-05-30,2.095617529880478,50,2.067484662576687,11
1,Coffee,2023-06-13,1.1274924719972015,30,1.495798319327731,9
1,Coffee,2023-06-20,1.4137931034482758,57,1.4818652849740932,10
1,Coffee,2023-07-13,1.9221472588185295,56,1.7207207207207207,15
1,Coffee,2023-07-15,1.1097560975609757,39,1.3664545454545454,10
1,Coffee,2023-08-17,1.67951860231272,66,1.6468046026686833,18
1,Coffee,2023-08-21,1.5225806451612902,37,1.7062937062937062,3
1,Coffee,2023-08-22,0.7608536585365854,40,1.4697001486143892,2
1,Coffee,2023-08-29,1.1030824372759858,52,1.3684868191223498,14
1,Coffee,2023-09-14,1.372168284789644,87,1.372168284789644,17
1,Coffee,2023-09-24,1.1111111111111112,57,1.3664545454545454,14
1,Coffee,2023-09-26,1.5796610169491525,45,2.0279041347002513,4
1,Coffee,2023-09-29,1.2638888888888888,97,1.4292565947242206,21
1,Coffee,2023-09-30,1.2987012987012987,47,1.5783496007098492,8
1,Coffee,2023-10-03,1.696551724137931,81,1.6468046026686833,22
1,Coffee,2023-10-04,1.703831417624521,82,1.6635514018691588,23
1,Coffee,2023-10-20,0.8128828371893411,48,1.4688198992103916,4
1,Coffee,2023-10-28,1.5893939393939394,52,1.7062937062937062,5
1,Coffee,2023-11-02,1.7540487804878049,96,1.7159159159159159,28
1,Coffee,2023-11-05,1.375,99,1.31074450411467,20
1,Coffee,2023-11-06,1.3055696202531646,108,1.4292565947242206,23
1,Coffee,2023-11-09,1.7624025219844035,98,1.7207207207207207,29
1,Coffee,2023-11-22,1.3055696202531646,116,1.4292565947242206,25
1,Coffee,2023-11-27,1.5909090909090908,57,1.9574468085106382,7
1,Coffee,2023-11-30,1.3746794871794872,108,1.3286213786213787,22
1,Coffee,2023-12-16,1.3865176640230714,112,1.3504198067304864,24
1,Coffee,2023-12-19,1.3370786516853932,123,1.4511627906976745,27
1,Coffee,2024-01-01,1.821229293809939,110,1.7585085085085086,30
1,Coffee,2024-01-04,1.2777777777777777,85,1.6408450704225352,21
1,Coffee,2024-01-10,1.4058162898697288,120,1.3717984281091078,28
1,Coffee,2024-02-04,0.9443438914027149,70,1.5366883116883117,8
1,Coffee,2024-02-13,1.2888131259322395,96,1.4078947368421053,25
1,Coffee,2024-02-15,1.3870967741935485,147,1.4540229885057472,33
1,Coffee,2024-02-20,1.387815903020341,148,1.4605358495537333,34
1,Coffee,2024-03-23,1.270288206295032,102,1.3999473684210526,26
1,Coffee,2024-04-13,1.3870967741935485,171,1.4540229885057472,37
1,Coffee,2024-05-15,1.2815481686672823,114,1.3999473684210526,28
1,Coffee,2024-06-12,1.9853695867470962,154,1.9655172413793103,39
1,Coffee,2024-06-17,1.403560830860534,161,1.3714285714285714,33
1,Coffee,2024-06-19,1.387815903020341,202,1.4540229885057472,41
1,Coffee,2024-06-25,0.9443438914027149,96,1.4642857142857142,11
1,Coffee,2024-07-13,1.141025641025641,109,1.486360698125404,26
1,Coffee,2024-07-25,1.9285714285714286,165,1.9339859731151372,42
1,Coffee,2024-07-31,1.375157926888528,220,1.4292565947242206,45
1,Coffee,2024-08-10,1.2020149253731343,138,1.4078947368421053,31
1,Coffee,2024-08-27,1.140625,115,1.476923076923077,27
1,Coffee,2024-09-11,1.3564079465174719,238,1.4,47
1,Coffee,2024-09-15,1.1408253205128205,120,1.476923076923077,29
1,Coffee,2024-09-27,1.3518518518518519,195,1.3402615902615902,36
1,Coffee,2024-10-14,1.9101123595505618,191,1.8508771929824561,45
1,Coffee,2024-10-28,1.1636363636363636,157,1.392,35
1,Coffee,2024-10-29,1.3663865546218488,206,1.3286713286713288,39
1,Coffee,2024-11-01,1.141025641025641,127,1.4672131147540983,31
1,Coffee,2024-11-12,0.9365204888569374,118,1.4104477611940298,15
1,Coffee,2024-11-18,1.5176194365046958,126,1.9574468085106382,17
1,Coffee,2024-11-19,0.9365204888569374,118,1.4104477611940298,15
1,Coffee,2024-12-02,1.4754983851208374,106,2.049586776859504,23
1,Coffee,2024-12-13,1.141025641025641,127,1.4672131147540983,31
1,Juice & Smoothie,2023-01-05,1.0,0,1.0,0
1,Juice & Smoothie,2023-02-09,1.0431547619047619,4,1.0431547619047619,0
1,Juice & Smoothie,2023-03-14,1.0833333333333335,16,2.4166666666666665,2
1,Juice & Smoothie,2023-03-23,1.25625,34,1.2118055555555556,8
1,Juice & Smoothie,2023-04-05,1.4112554112554112,28,1.6523809523809523,2
1,Juice & Smoothie,2023-04-14,1.4741379310344827,32,1.6523809523809523,4
1,Juice & Smoothie,2023-04-23,1.3333333333333333,23,1.2916666666666665,8
1,Juice & Smoothie,2023-05-01,1.2222222222222223,25,1.9166666666666665,4
1,Juice & Smoothie,2023-05-04,1.2777777777777777,26,2.0,5
1,Juice & Smoothie,2023-05-12,2.25,33,2.6830357142857144,8
1,Juice & Smoothie,2023-05-15,1.8612836438923397,18,1.8612836438923397,0
1,Juice & Smoothie,2023-05-30,2.1538461538461537,50,2.25,11
1,Juice & Smoothie,2023-06-13,1.2916666666666665,30,1.25,9
1,Juice & Smoothie,2023-06-20,1.5,57,1.5098522167487685,10
1,Juice & Smoothie,2023-07-13,2.1180555555555554,56,2.1538461538461537,15
1,Juice & Smoothie,2023-07-15,1.2173913043478262,39,1.8666666666666667,10
1,Juice & Smoothie,2023-08-17,2.0,66,2.0769230769230766,18
1,Juice & Smoothie,2023-08-21,1.5294117647058822,37,1.25,3
1,Juice & Smoothie,2023-08-22,0.7840909090909092,40,1.4702380952380953,2
1,Juice & Smoothie,2023-08-29,1.1483516483516483,52,1.2019230769230769,14
1,Juice & Smoothie,2023-09-14,1.4,87,1.2727272727272727,17
1,Juice & Smoothie,2023-09-24,1.1764705882352942,57,1.75,14
1,Juice & Smoothie,2023-09-26,1.8095238095238095,45,1.3068181818181817,4
1,Juice & Smoothie,2023-09-29,1.5,97,1.7647058823529411,21
1,Juice & Smoothie,2023-09-30,1.0666666666666667,47,2.285,8
1,Juice & Smoothie,2023-10-03,1.9090909090909092,81,1.871212121212121,22
1,Juice & Smoothie,2023-10-04,1.9545454545454546,82,1.9090909090909092,23
1,Juice & Smoothie,2023-10-20,0.8376623376623377,48,1.6785714285714286,4
1,Juice & Smoothie,2023-10-28,1.63125,52,1.3636363636363635,5
1,Juice & Smoothie,2023-11-02,2.0,96,1.9545454545454546,28
1,Juice & Smoothie,2023-11-05,1.4444444444444444,99,1.2225705329153604,20
1,Juice & Smoothie,2023-11-06,1.513157894736842,108,1.7647058823529411,23
1,Juice & Smoothie,2023-11-09,2.0,98,1.9090909090909092,29
1,Juice & Smoothie,2023-11-22,1.513157894736842,116,1.625,25
1,Juice & Smoothie,2023-11-27,1.7,57,1.7,7
1,Juice & Smoothie,2023-11-30,1.4248120300751879,108,1.2272727272727273,22
1,Juice & Smoothie,2023-12-16,1.4248120300751879,112,1.2272727272727273,24
1,Juice & Smoothie,2023-12-19,1.565217391304348,123,1.7647058823529411,27
1,Juice & Smoothie,2024-01-01,2.0,110,1.871212121212121,30
1,Juice & Smoothie,2024-01-04,1.2727272727272727,85,1.8333333333333333,21
1,Juice & Smoothie,2024-01-10,1.4741379310344827,120,1.303030303030303,28
1,Juice & Smoothie,2024-02-04,1.0,70,1.8831168831168832,8
1,Juice & Smoothie,2024-02-13,1.2792207792207793,96,1.6666666666666667,25
1,Juice & Smoothie,2024-02-15,1.5714285714285714,147,1.7142857142857142,33
1,Juice & Smoothie,2024-02-20,1.5714285714285714,148,1.7394957983193278,34
1,Juice & Smoothie,2024-03-23,1.2696969696969695,102,1.6458333333333335,26
1,Juice & Smoothie,2024-04-13,1.5714285714285714,171,1.7142857142857142,37
1,Juice & Smoothie,2024-05-15,1.2857142857142858,114,1.6458333333333335,28
1,Juice & Smoothie,2024-06-12,2.142857142857143,154,2.1538461538461537,39
1,Juice & Smoothie,2024-06-17,1.4146341463414633,161,1.2727272727272727,33
1,Juice & Smoothie,2024-06-19,1.5714285714285714,202,1.7647058823529411,41
1,Juice & Smoothie,2024-06-25,1.0,96,1.8571428571428572,11
1,Juice & Smoothie,2024-07-13,1.1428571428571428,109,1.2019230769230769,26
1,Juice & Smoothie,2024-07-25,2.1095890410958904,165,2.03125,42
1,Juice & Smoothie,2024-07-31,1.535885167464115,220,1.6923076923076923,45
1,Juice & Smoothie,2024-08-10,1.2198067632850242,138,1.6666666666666667,31
1,Juice & Smoothie,2024-08-27,1.1538461538461537,115,1.25,27
1,Juice & Smoothie,2024-09-11,1.5,238,1.625,47
1,Juice & Smoothie,2024-09-15,1.1483516483516483,120,1.1538461538461537,29
1,Juice & Smoothie,2024-09-27,1.4,195,1.303030303030303,36
1,Juice & Smoothie,2024-10-14,2.1095890410958904,191,2.0,45
1,Juice & Smoothie,2024-10-28,1.2307692307692308,157,1.6666666666666667,35
1,Juice & Smoothie,2024-10-29,1.4073170731707316,206,1.25,39
1,Juice & Smoothie,2024-11-01,1.1666666666666667,127,1.25,31
1,Juice & Smoothie,2024-11-12,0.9198717948717949,118,1.5,15
1,Juice & Smoothie,2024-11-18,1.5539772727272727,126,1.8461538461538463,17
1,Juice & Smoothie,2024-11-19,0.9198717948717949,118,1.5,15
1,Juice & Smoothie,2024-12-02,1.6189516129032258,106,2.272727272727273,23
1,Juice & Smoothie,2024-12-13,1.1666666666666667,127,1.25,31
1,Merchandise,2023-01-05,1.0,0,1.0,0
1,Merchandise,2023-02-09,0.5833333333333333,4,0.5833333333333333,0
1,Merchandise,2023-03-14,1.3333333333333333,16,1.5238095238095237,2
1,Merchandise,2023-03-23,1.1009615384615383,34,0.8006535947712419,8
1,Merchandise,2023-04-05,1.3333333333333333,28,1.8461538461538463,2
1,Merchandise,2023-04-14,1.2666666666666666,32,1.8461538461538463,4
1,Merchandise,2023-04-23,1.0,23,1.3,8
1,Merchandise,2023-05-01,1.5,25,1.4848484848484849,4
1,Merchandise,2023-05-04,1.5681818181818183,26,1.6363636363636365,5
1,Merchandise,2023-05-12,2.25,33,2.3888888888888893,8
1,Merchandise,2023-05-15,1.925213675213675,18,1.925213675213675,0
1,Merchandise,2023-05-30,2.0,50,2.3333333333333335,11
1,Merchandise,2023-06-13,0.7987117552334944,30,1.0,9
1,Merchandise,2023-06-20,1.4444444444444444,57,1.8461538461538463,10
1,Merchandise,2023-07-13,1.8875,56,2.0,15
1,Merchandise,2023-07-15,1.3333333333333333,39,1.3166666666666667,10
1,Merchandise,2023-08-17,1.7695652173913043,66,1.6306818181818183,18
1,Merchandise,2023-08-21,1.8095238095238095,37,2.0,3
1,Merchandise,2023-08-22,0.7638888888888888,40,1.6214285714285714,2
1,Merchandise,2023-08-29,0.8991596638655461,52,1.0714285714285714,14
1,Merchandise,2023-09-14,1.3333333333333333,87,1.2857142857142858,17
1,Merchandise,2023-09-24,1.3333333333333333,57,1.3166666666666667,14
1,Merchandise,2023-09-26,1.8095238095238095,45,2.333333333333333,4
1,Merchandise,2023-09-29,1.3333333333333333,97,1.375,21
1,Merchandise,2023-09-30,1.25,47,1.6666666666666667,8
1,Merchandise,2023-10-03,1.8571428571428572,81,1.6306818181818183,22
1,Merchandise,2023-10-04,1.8571428571428572,82,1.6363636363636365,23
1,Merchandise,2023-10-20,0.7638888888888888,48,1.1547619047619047,4
1,Merchandise,2023-10-28,1.7797619047619047,52,2.0,5
1,Merchandise,2023-11-02,1.8047619047619048,96,1.8333333333333335,28
1,Merchandise,2023-11-05,1.3636363636363635,99,1.2261904761904763,20
1,Merchandise,2023-11-06,1.3541666666666665,108,1.4736842105263157,23
1,Merchandise,2023-11-09,1.8333333333333335,98,1.8571428571428572,29
1,Merchandise,2023-11-22,1.3541666666666665,116,1.4736842105263157,25
1,Merchandise,2023-11-27,1.8095238095238095,57,2.2,7
1,Merchandise,2023-11-30,1.4,108,1.2857142857142858,22
1,Merchandise,2023-12-16,1.4285714285714286,112,1.2857142857142858,24
1,Merchandise,2023-12-19,1.4,123,1.4736842105263157,27
1,Merchandise,2024-01-01,1.8660714285714286,110,1.8452380952380953,30
1,Merchandise,2024-01-04,1.3333333333333333,85,1.4736842105263157,21
1,Merchandise,2024-01-10,1.4285714285714286,120,1.2857142857142858,28
1,Merchandise,2024-02-04,0.8585526315789473,70,1.6306818181818183,8
1,Merchandise,2024-02-13,1.3958333333333335,96,1.4736842105263157,25
1,Merchandise,2024-02-15,1.4736842105263157,147,1.4285714285714286,33
1,Merchandise,2024-02-20,1.486842105263158,148,1.4511278195488722,34
1,Merchandise,2024-03-23,1.3639705882352942,102,1.555023923444976,26
1,Merchandise,2024-04-13,1.4285714285714286,171,1.4736842105263157,37
1,Merchandise,2024-05-15,1.343137254901961,114,1.555023923444976,28
1,Merchandise,2024-06-12,2.130252100840336,154,2.142857142857143,39
1,Merchandise,2024-06-17,1.4285714285714286,161,1.2857142857142858,33
1,Merchandise,2024-06-19,1.4511278195488722,202,1.5,41
1,Merchandise,2024-06-25,1.0,96,1.3333333333333333,11
1,Merchandise,2024-07-13,1.0769230769230769,109,1.1666666666666667,26
1,Merchandise,2024-07-25,2.0,165,2.0588235294117645,42
1,Merchandise,2024-07-31,1.4,220,1.4736842105263157,45
1,Merchandise,2024-08-10,1.2678571428571428,138,1.6363636363636365,31
1,Merchandise,2024-08-27,1.0,115,1.1666666666666667,27
1,Merchandise,2024-09-11,1.375,238,1.4285714285714286,47
1,Merchandise,2024-09-15,1.0,120,1.2222222222222223,29
1,Merchandise,2024-09-27,1.3333333333333333,195,1.2428571428571429,36
1,Merchandise,2024-10-14,2.0,191,1.8571428571428572,45
1,Merchandise,2024-10-28,1.25,157,1.4285714285714286,35
1,Merchandise,2024-10-29,1.3484848484848484,206,1.2,39
1,Merchandise,2024-11-01,1.0,127,1.2222222222222223,31
1,Merchandise,2024-11-12,1.0,118,1.25,15
1,Merchandise,2024-11-18,1.6125,126,1.75,17
1,Merchandise,2024-11-19,1.0,118,1.25,15
1,Merchandise,2024-12-02,1.4476190476190476,106,1.7777777777777777,23
1,Merchandise,2024-12-13,1.0,127,1.2222222222222223,31
1,Savory Bakery,2023-01-05,1.0,0,1.0,0
1,Savory Bakery,2023-02-09,1.1313131313131313,4,1.1313131313131313,0
1,Savory Bakery,2023-03-14,1.0320422535211269,16,1.4206730769230769,2
1,Savory Bakery,2023-03-23,1.2652129817444218,34,1.1622718052738337,8
1,Savory Bakery,2023-04-05,1.2999092558983665,28,1.3787185354691076,2
1,Savory Bakery,2023-04-14,1.3173345759552655,32,1.447123287671233,4
1,Savory Bakery,2023-04-23,1.3636363636363635,23,1.4029268292682926,8
1,Savory Bakery,2023-05-01,1.1538461538461537,25,1.2435897435897436,4
1,Savory Bakery,2023-05-04,1.1981351981351982,26,1.3333333333333333,5
1,Savory Bakery,2023-05-12,2.210526315789474,33,2.1724598930481283,8
1,Savory Bakery,2023-05-15,1.6644736842105263,18,1.6644736842105263,0
1,Savory Bakery,2023-05-30,2.0232558139534884,50,1.95,11
1,Savory Bakery,2023-06-13,1.3647450110864745,30,1.44,9
1,Savory Bakery,2023-06-20,1.358974358974359,57,1.593210244192972,10
1,Savory Bakery,2023-07-13,1.9609154929577466,56,1.7352941176470589,15
1,Savory Bakery,2023-07-15,1.05,39,1.2065527065527064,10
1,Savory Bakery,2023-08-17,1.7467948717948718,66,1.6777777777777778,18
1,Savory Bakery,2023-08-21,1.5151515151515151,37,1.7313432835820894,3
1,Savory Bakery,2023-08-22,0.7860411899313502,40,1.58125,2
1,Savory Bakery,2023-08-29,1.194331983805668,52,1.4029268292682926,14
1,Savory Bakery,2023-09-14,1.358974358974359,87,1.36,17
1,Savory Bakery,2023-09-24,1.0769230769230769,57,1.262962962962963,14
1,Savory Bakery,2023-09-26,1.5483870967741935,45,1.952628163530175,4
1,Savory Bakery,2023-09-29,1.3623188405797102,97,1.4246575342465753,21
1,Savory Bakery,2023-09-30,1.1515151515151516,47,1.5694444444444444,8
1,Savory Bakery,2023-10-03,1.7435897435897436,81,1.6777777777777778,22
1,Savory Bakery,2023-10-04,1.7467948717948718,82,1.6888888888888889,23
1,Savory Bakery,2023-10-20,0.7860411899313502,48,1.6595197255574614,4
1,Savory Bakery,2023-10-28,1.5536053130929792,52,1.9069767441860466,5
1,Savory Bakery,2023-11-02,1.8903903903903903,96,1.7060185185185186,28
1,Savory Bakery,2023-11-05,1.368421052631579,99,1.3527272727272728,20
1,Savory Bakery,2023-11-06,1.3816526610644257,108,1.4246575342465753,23
1,Savory Bakery,2023-11-09,1.8903903903903903,98,1.7037037037037037,29
1,Savory Bakery,2023-11-22,1.3816526610644257,116,1.4246575342465753,25
