store_id,category,date,units_sold,opened_date,effective_opened_date,is_active_train_day,item_id,neighborhood_type,dow_num,baseline_store_category_dow_median,event_type_norm,event_lift_ratio
1,Bakery,2024-07-31,35,2019-12-21,2023-01-01,True,1_Bakery,university,2,28.0,market,1.25
1,Bakery,2024-09-11,36,2019-12-21,2023-01-01,True,1_Bakery,university,2,28.0,market,1.2857142857142858
1,Bakery,2023-02-09,27,2019-12-21,2023-01-01,True,1_Bakery,university,3,37.0,convention,0.7297297297297297
1,Bakery,2023-03-23,50,2019-12-21,2023-01-01,True,1_Bakery,university,3,35.0,market,1.4285714285714286
1,Bakery,2023-05-04,46,2019-12-21,2023-01-01,True,1_Bakery,university,3,35.0,sports,1.3142857142857143
1,Bakery,2023-07-13,43,2019-12-21,2023-01-01,True,1_Bakery,university,3,30.0,food_festival,1.4333333333333333
1,Bakery,2023-08-17,42,2019-12-21,2023-01-01,True,1_Bakery,university,3,28.5,food_festival,1.4736842105263157
1,Bakery,2023-09-14,19,2019-12-21,2023-01-01,True,1_Bakery,university,3,28.5,cultural,0.6666666666666666
1,Bakery,2023-11-02,29,2019-12-21,2023-01-01,True,1_Bakery,university,3,29.0,food_festival,1.0
1,Bakery,2023-11-09,51,2019-12-21,2023-01-01,True,1_Bakery,university,3,29.0,food_festival,1.7586206896551724
1,Bakery,2023-11-30,42,2019-12-21,2023-01-01,True,1_Bakery,university,3,29.0,cultural,1.4482758620689655
1,Bakery,2024-01-04,40,2019-12-21,2023-01-01,True,1_Bakery,university,3,29.5,sports,1.3559322033898304
1,Bakery,2024-02-15,52,2019-12-21,2023-01-01,True,1_Bakery,university,3,29.5,market,1.7627118644067796
1,Bakery,2024-07-25,29,2019-12-21,2023-01-01,True,1_Bakery,university,3,29.0,food_festival,1.0
1,Bakery,2023-04-14,64,2019-12-21,2023-01-01,True,1_Bakery,university,4,27.0,cultural,2.3703703703703702
1,Bakery,2023-05-12,54,2019-12-21,2023-01-01,True,1_Bakery,university,4,27.0,food_festival,2.0
1,Bakery,2023-09-29,27,2019-12-21,2023-01-01,True,1_Bakery,university,4,25.0,market,1.08
1,Bakery,2023-10-20,33,2019-12-21,2023-01-01,True,1_Bakery,university,4,25.0,book_fair,1.32
1,Bakery,2024-09-27,28,2019-12-21,2023-01-01,True,1_Bakery,university,4,26.0,cultural,1.0769230769230769
1,Bakery,2023-07-15,19,2019-12-21,2023-01-01,True,1_Bakery,university,5,17.0,sports,1.1176470588235294
1,Bakery,2023-09-30,36,2019-12-21,2023-01-01,True,1_Bakery,university,5,16.5,concert,2.1818181818181817
1,Bakery,2023-10-28,27,2019-12-21,2023-01-01,True,1_Bakery,university,5,17.0,music_festival,1.588235294117647
1,Bakery,2023-12-16,26,2019-12-21,2023-01-01,True,1_Bakery,university,5,17.0,cultural,1.5294117647058822
1,Bakery,2024-03-23,21,2019-12-21,2023-01-01,True,1_Bakery,university,5,17.0,sports,1.2352941176470589
1,Bakery,2024-04-13,41,2019-12-21,2023-01-01,True,1_Bakery,university,5,17.5,market,2.342857142857143
1,Bakery,2024-07-13,24,2019-12-21,2023-01-01,True,1_Bakery,university,5,17.0,convention,1.411764705882353
1,Bakery,2024-08-10,18,2019-12-21,2023-01-01,True,1_Bakery,university,5,17.0,sports,1.0588235294117647
1,Bakery,2023-04-23,36,2019-12-21,2023-01-01,True,1_Bakery,university,6,18.0,convention,2.0
1,Bakery,2023-09-24,13,2019-12-21,2023-01-01,True,1_Bakery,university,6,17.0,sports,0.7647058823529411
1,Bakery,2023-11-05,19,2019-12-21,2023-01-01,True,1_Bakery,university,6,17.5,cultural,1.0857142857142856
1,Bakery,2024-02-04,28,2019-12-21,2023-01-01,True,1_Bakery,university,6,18.0,book_fair,1.5555555555555556
1,Bakery,2024-09-15,32,2019-12-21,2023-01-01,True,1_Bakery,university,6,17.0,convention,1.8823529411764706
1,Chocolate & Milk,2023-05-01,76,2019-12-21,2023-01-01,True,1_Chocolate-Milk,university,0,16.0,sports,3.0
1,Chocolate & Milk,2023-05-15,40,2019-12-21,2023-01-01,True,1_Chocolate-Milk,university,0,16.0,music_festival,2.5
1,Chocolate & Milk,2023-08-21,42,2019-12-21,2023-01-01,True,1_Chocolate-Milk,university,0,16.0,music_festival,2.625
1,Chocolate & Milk,2023-11-06,24,2019-12-21,2023-01-01,True,1_Chocolate-Milk,university,0,16.0,market,1.5
1,Chocolate & Milk,2023-11-27,38,2019-12-21,2023-01-01,True,1_Chocolate-Milk,university,0,16.0,music_festival,2.375
1,Chocolate & Milk,2024-01-01,148,2019-12-21,2023-01-01,True,1_Chocolate-Milk,university,0,16.0,food_festival,3.0
1,Chocolate & Milk,2024-01-01,148,2019-12-21,2023-01-01,True,1_Chocolate-Milk,university,0,16.0,food_festival,3.0
1,Chocolate & Milk,2024-06-17,7,2019-12-21,2023-01-01,True,1_Chocolate-Milk,university,0,16.0,cultural,0.4375
1,Chocolate & Milk,2024-10-14,33,2019-12-21,2023-01-01,True,1_Chocolate-Milk,university,0,16.0,food_festival,2.0625
1,Chocolate & Milk,2024-10-28,21,2019-12-21,2023-01-01,True,1_Chocolate-Milk,university,0,16.0,sports,1.3125
1,Chocolate & Milk,2023-03-14,22,2019-12-21,2023-01-01,True,1_Chocolate-Milk,university,1,16.0,sports,1.375
1,Chocolate & Milk,2023-05-30,29,2019-12-21,2023-01-01,True,1_Chocolate-Milk,university,1,15.0,cultural,1.9333333333333333
1,Chocolate & Milk,2023-05-30,29,2019-12-21,2023-01-01,True,1_Chocolate-Milk,university,1,15.0,food_festival,1.9333333333333333
1,Chocolate & Milk,2023-06-13,39,2019-12-21,2023-01-01,True,1_Chocolate-Milk,university,1,15.0,convention,2.6
1,Chocolate & Milk,2023-06-20,24,2019-12-21,2023-01-01,True,1_Chocolate-Milk,university,1,15.5,cultural,1.5483870967741935
1,Chocolate & Milk,2023-08-22,26,2019-12-21,2023-01-01,True,1_Chocolate-Milk,university,1,16.0,book_fair,1.625
1,Chocolate & Milk,2023-08-29,22,2019-12-21,2023-01-01,True,1_Chocolate-Milk,university,1,16.5,convention,1.3333333333333333
1,Chocolate & Milk,2023-09-26,24,2019-12-21,2023-01-01,True,1_Chocolate-Milk,university,1,16.5,music_festival,1.4545454545454546
1,Chocolate & Milk,2023-10-03,65,2019-12-21,2023-01-01,True,1_Chocolate-Milk,university,1,17.0,food_festival,3.0
1,Chocolate & Milk,2023-12-19,34,2019-12-21,2023-01-01,True,1_Chocolate-Milk,university,1,17.0,market,2.0
1,Chocolate & Milk,2024-02-13,23,2019-12-21,2023-01-01,True,1_Chocolate-Milk,university,1,16.5,sports,1.393939393939394
1,Chocolate & Milk,2024-02-20,20,2019-12-21,2023-01-01,True,1_Chocolate-Milk,university,1,17.0,market,1.1764705882352942
1,Chocolate & Milk,2024-06-25,13,2019-12-21,2023-01-01,True,1_Chocolate-Milk,university,1,17.0,book_fair,0.7647058823529411
1,Chocolate & Milk,2024-08-27,20,2019-12-21,2023-01-01,True,1_Chocolate-Milk,university,1,16.5,convention,1.2121212121212122
1,Chocolate & Milk,2024-10-29,17,2019-12-21,2023-01-01,True,1_Chocolate-Milk,university,1,16.0,cultural,1.0625
1,Chocolate & Milk,2023-04-05,21,2019-12-21,2023-01-01,True,1_Chocolate-Milk,university,2,16.0,cultural,1.3125
1,Chocolate & Milk,2023-10-04,54,2019-12-21,2023-01-01,True,1_Chocolate-Milk,university,2,14.0,food_festival,3.0
1,Chocolate & Milk,2023-11-22,16,2019-12-21,2023-01-01,True,1_Chocolate-Milk,university,2,14.0,market,1.1428571428571428
1,Chocolate & Milk,2024-01-10,16,2019-12-21,2023-01-01,True,1_Chocolate-Milk,university,2,15.0,cultural,1.0666666666666667
1,Chocolate & Milk,2024-05-15,22,2019-12-21,2023-01-01,True,1_Chocolate-Milk,university,2,16.0,sports,1.375
1,Chocolate & Milk,2024-06-12,26,2019-12-21,2023-01-01,True,1_Chocolate-Milk,university,2,16.0,food_festival,1.625
1,Chocolate & Milk,2024-06-19,9,2019-12-21,2023-01-01,True,1_Chocolate-Milk,university,2,16.0,market,0.5625
1,Chocolate & Milk,2024-07-31,18,2019-12-21,2023-01-01,True,1_Chocolate-Milk,university,2,16.0,market,1.125
1,Chocolate & Milk,2024-09-11,22,2019-12-21,2023-01-01,True,1_Chocolate-Milk,university,2,16.0,market,1.375
1,Chocolate & Milk,2023-02-09,20,2019-12-21,2023-01-01,True,1_Chocolate-Milk,university,3,23.0,convention,0.8695652173913043
1,Chocolate & Milk,2023-03-23,23,2019-12-21,2023-01-01,True,1_Chocolate-Milk,university,3,19.0,market,1.2105263157894737
1,Chocolate & Milk,2023-05-04,43,2019-12-21,2023-01-01,True,1_Chocolate-Milk,university,3,20.0,sports,2.15
1,Chocolate & Milk,2023-07-13,24,2019-12-21,2023-01-01,True,1_Chocolate-Milk,university,3,19.0,food_festival,1.263157894736842
1,Chocolate & Milk,2023-08-17,24,2019-12-21,2023-01-01,True,1_Chocolate-Milk,university,3,16.5,food_festival,1.4545454545454546
1,Chocolate & Milk,2023-09-14,15,2019-12-21,2023-01-01,True,1_Chocolate-Milk,university,3,18.0,cultural,0.8333333333333334
1,Chocolate & Milk,2023-11-02,34,2019-12-21,2023-01-01,True,1_Chocolate-Milk,university,3,18.0,food_festival,1.8888888888888888
1,Chocolate & Milk,2023-11-09,26,2019-12-21,2023-01-01,True,1_Chocolate-Milk,university,3,18.0,food_festival,1.4444444444444444
1,Chocolate & Milk,2023-11-30,20,2019-12-21,2023-01-01,True,1_Chocolate-Milk,university,3,18.0,cultural,1.1111111111111112
1,Chocolate & Milk,2024-01-04,30,2019-12-21,2023-01-01,True,1_Chocolate-Milk,university,3,18.0,sports,1.6666666666666667
1,Chocolate & Milk,2024-02-15,20,2019-12-21,2023-01-01,True,1_Chocolate-Milk,university,3,18.0,market,1.1111111111111112
1,Chocolate & Milk,2024-07-25,25,2019-12-21,2023-01-01,True,1_Chocolate-Milk,university,3,16.0,food_festival,1.5625
1,Chocolate & Milk,2023-04-14,55,2019-12-21,2023-01-01,True,1_Chocolate-Milk,university,4,16.5,cultural,3.0
1,Chocolate & Milk,2023-05-12,30,2019-12-21,2023-01-01,True,1_Chocolate-Milk,university,4,17.0,food_festival,1.7647058823529411
1,Chocolate & Milk,2023-09-29,22,2019-12-21,2023-01-01,True,1_Chocolate-Milk,university,4,15.0,market,1.4666666666666666
1,Chocolate & Milk,2023-10-20,28,2019-12-21,2023-01-01,True,1_Chocolate-Milk,university,4,15.0,book_fair,1.8666666666666667
1,Chocolate & Milk,2024-09-27,12,2019-12-21,2023-01-01,True,1_Chocolate-Milk,university,4,15.0,cultural,0.8
1,Chocolate & Milk,2023-07-15,15,2019-12-21,2023-01-01,True,1_Chocolate-Milk,university,5,9.0,sports,1.6666666666666667
1,Chocolate & Milk,2023-09-30,20,2019-12-21,2023-01-01,True,1_Chocolate-Milk,university,5,8.5,concert,2.3529411764705883
1,Chocolate & Milk,2023-10-28,33,2019-12-21,2023-01-01,True,1_Chocolate-Milk,university,5,8.5,music_festival,3.0
1,Chocolate & Milk,2023-12-16,4,2019-12-21,2023-01-01,True,1_Chocolate-Milk,university,5,9.0,cultural,0.4444444444444444
1,Chocolate & Milk,2024-03-23,9,2019-12-21,2023-01-01,True,1_Chocolate-Milk,university,5,9.0,sports,1.0
1,Chocolate & Milk,2024-04-13,21,2019-12-21,2023-01-01,True,1_Chocolate-Milk,university,5,9.0,market,2.3333333333333335
1,Chocolate & Milk,2024-07-13,11,2019-12-21,2023-01-01,True,1_Chocolate-Milk,university,5,9.0,convention,1.2222222222222223
1,Chocolate & Milk,2024-08-10,8,2019-12-21,2023-01-01,True,1_Chocolate-Milk,university,5,9.0,sports,0.8888888888888888
1,Chocolate & Milk,2023-04-23,15,2019-12-21,2023-01-01,True,1_Chocolate-Milk,university,6,11.0,convention,1.3636363636363635
1,Chocolate & Milk,2023-09-24,15,2019-12-21,2023-01-01,True,1_Chocolate-Milk,university,6,8.0,sports,1.875
1,Chocolate & Milk,2023-11-05,7,2019-12-21,2023-01-01,True,1_Chocolate-Milk,university,6,9.5,cultural,0.7368421052631579
1,Chocolate & Milk,2024-02-04,19,2019-12-21,2023-01-01,True,1_Chocolate-Milk,university,6,10.0,book_fair,1.9
1,Chocolate & Milk,2024-09-15,21,2019-12-21,2023-01-01,True,1_Chocolate-Milk,university,6,9.0,convention,2.3333333333333335
1,Coffee,2023-05-01,370,2019-12-21,2023-01-01,True,1_Coffee,university,0,119.0,sports,3.0
1,Coffee,2023-05-15,284,2019-12-21,2023-01-01,True,1_Coffee,university,0,119.0,music_festival,2.3865546218487395
1,Coffee,2023-08-21,242,2019-12-21,2023-01-01,True,1_Coffee,university,0,103.0,music_festival,2.349514563106796
1,Coffee,2023-11-06,137,2019-12-21,2023-01-01,True,1_Coffee,university,0,109.5,market,1.2511415525114156
1,Coffee,2023-11-27,243,2019-12-21,2023-01-01,True,1_Coffee,university,0,107.0,music_festival,2.2710280373831777
1,Coffee,2024-01-01,975,2019-12-21,2023-01-01,True,1_Coffee,university,0,113.0,food_festival,3.0
1,Coffee,2024-01-01,975,2019-12-21,2023-01-01,True,1_Coffee,university,0,113.0,food_festival,3.0
1,Coffee,2024-06-17,114,2019-12-21,2023-01-01,True,1_Coffee,university,0,116.5,cultural,0.9785407725321889
1,Coffee,2024-10-14,274,2019-12-21,2023-01-01,True,1_Coffee,university,0,108.0,food_festival,2.537037037037037
1,Coffee,2024-10-28,138,2019-12-21,2023-01-01,True,1_Coffee,university,0,110.0,sports,1.2545454545454546
1,Coffee,2023-03-14,128,2019-12-21,2023-01-01,True,1_Coffee,university,1,110.0,sports,1.1636363636363636
1,Coffee,2023-05-30,191,2019-12-21,2023-01-01,True,1_Coffee,university,1,111.0,cultural,1.7207207207207207
1,Coffee,2023-05-30,191,2019-12-21,2023-01-01,True,1_Coffee,university,1,111.0,food_festival,1.7207207207207207
1,Coffee,2023-06-13,245,2019-12-21,2023-01-01,True,1_Coffee,university,1,111.0,convention,2.2072072072072073
1,Coffee,2023-06-20,183,2019-12-21,2023-01-01,True,1_Coffee,university,1,112.0,cultural,1.6339285714285714
1,Coffee,2023-08-22,137,2019-12-21,2023-01-01,True,1_Coffee,university,1,111.0,book_fair,1.2342342342342343
1,Coffee,2023-08-29,143,2019-12-21,2023-01-01,True,1_Coffee,university,1,111.5,convention,1.2825112107623318
1,Coffee,2023-09-26,175,2019-12-21,2023-01-01,True,1_Coffee,university,1,110.0,music_festival,1.5909090909090908
1,Coffee,2023-10-03,367,2019-12-21,2023-01-01,True,1_Coffee,university,1,111.0,food_festival,3.0
1,Coffee,2023-12-19,178,2019-12-21,2023-01-01,True,1_Coffee,university,1,114.5,market,1.554585152838428
1,Coffee,2024-02-13,137,2019-12-21,2023-01-01,True,1_Coffee,university,1,120.0,sports,1.1416666666666666
1,Coffee,2024-02-20,209,2019-12-21,2023-01-01,True,1_Coffee,university,1,124.0,market,1.685483870967742
1,Coffee,2024-06-25,78,2019-12-21,2023-01-01,True,1_Coffee,university,1,116.0,book_fair,0.6724137931034483
1,Coffee,2024-08-27,191,2019-12-21,2023-01-01,True,1_Coffee,university,1,112.0,convention,1.7053571428571428
1,Coffee,2024-10-29,132,2019-12-21,2023-01-01,True,1_Coffee,university,1,112.0,cultural,1.1785714285714286
1,Coffee,2023-04-05,164,2019-12-21,2023-01-01,True,1_Coffee,university,2,116.0,cultural,1.4137931034482758
1,Coffee,2023-10-04,381,2019-12-21,2023-01-01,True,1_Coffee,university,2,106.0,food_festival,3.0
1,Coffee,2023-11-22,156,2019-12-21,2023-01-01,True,1_Coffee,university,2,107.5,market,1.4511627906976745
1,Coffee,2024-01-10,146,2019-12-21,2023-01-01,True,1_Coffee,university,2,108.0,cultural,1.3518518518518519
1,Coffee,2024-05-15,240,2019-12-21,2023-01-01,True,1_Coffee,university,2,108.0,sports,2.2222222222222223
1,Coffee,2024-06-12,131,2019-12-21,2023-01-01,True,1_Coffee,university,2,109.0,food_festival,1.201834862385321
1,Coffee,2024-06-19,96,2019-12-21,2023-01-01,True,1_Coffee,university,2,109.5,market,0.8767123287671232
1,Coffee,2024-07-31,144,2019-12-21,2023-01-01,True,1_Coffee,university,2,108.0,market,1.3333333333333333
1,Coffee,2024-09-11,118,2019-12-21,2023-01-01,True,1_Coffee,university,2,107.0,market,1.102803738317757
1,Coffee,2023-02-09,86,2019-12-21,2023-01-01,True,1_Coffee,university,3,150.0,convention,0.5733333333333334
1,Coffee,2023-03-23,168,2019-12-21,2023-01-01,True,1_Coffee,university,3,120.0,market,1.4
1,Coffee,2023-05-04,174,2019-12-21,2023-01-01,True,1_Coffee,university,3,125.0,sports,1.392
1,Coffee,2023-07-13,135,2019-12-21,2023-01-01,True,1_Coffee,university,3,120.0,food_festival,1.125
1,Coffee,2023-08-17,156,2019-12-21,2023-01-01,True,1_Coffee,university,3,116.0,food_festival,1.3448275862068966
1,Coffee,2023-09-14,100,2019-12-21,2023-01-01,True,1_Coffee,university,3,119.0,cultural,0.8403361344537815
1,Coffee,2023-11-02,211,2019-12-21,2023-01-01,True,1_Coffee,university,3,114.0,food_festival,1.8508771929824561
1,Coffee,2023-11-09,228,2019-12-21,2023-01-01,True,1_Coffee,university,3,116.0,food_festival,1.9655172413793103
1,Coffee,2023-11-30,176,2019-12-21,2023-01-01,True,1_Coffee,university,3,118.0,cultural,1.4915254237288136
1,Coffee,2024-01-04,210,2019-12-21,2023-01-01,True,1_Coffee,university,3,119.0,sports,1.7647058823529411
1,Coffee,2024-02-15,208,2019-12-21,2023-01-01,True,1_Coffee,university,3,119.0,market,1.7478991596638656
1,Coffee,2024-07-25,134,2019-12-21,2023-01-01,True,1_Coffee,university,3,115.0,food_festival,1.1652173913043478
1,Coffee,2023-04-14,312,2019-12-21,2023-01-01,True,1_Coffee,university,4,121.5,cultural,2.567901234567901
1,Coffee,2023-05-12,206,2019-12-21,2023-01-01,True,1_Coffee,university,4,130.0,food_festival,1.5846153846153845
1,Coffee,2023-09-29,170,2019-12-21,2023-01-01,True,1_Coffee,university,4,109.0,market,1.5596330275229358
1,Coffee,2023-10-20,177,2019-12-21,2023-01-01,True,1_Coffee,university,4,110.0,book_fair,1.6090909090909091
1,Coffee,2024-09-27,93,2019-12-21,2023-01-01,True,1_Coffee,university,4,110.0,cultural,0.8454545454545455
1,Coffee,2023-07-15,107,2019-12-21,2023-01-01,True,1_Coffee,university,5,76.0,sports,1.4078947368421053
1,Coffee,2023-09-30,158,2019-12-21,2023-01-01,True,1_Coffee,university,5,69.5,concert,2.273381294964029
1,Coffee,2023-10-28,138,2019-12-21,2023-01-01,True,1_Coffee,university,5,70.5,music_festival,1.9574468085106382
1,Coffee,2023-12-16,96,2019-12-21,2023-01-01,True,1_Coffee,university,5,70.0,cultural,1.3714285714285714
1,Coffee,2024-03-23,77,2019-12-21,2023-01-01,True,1_Coffee,university,5,74.0,sports,1.0405405405405406
1,Coffee,2024-04-13,146,2019-12-21,2023-01-01,True,1_Coffee,university,5,75.5,market,1.9337748344370862
1,Coffee,2024-07-13,73,2019-12-21,2023-01-01,True,1_Coffee,university,5,74.0,convention,0.9864864864864865
1,Coffee,2024-08-10,68,2019-12-21,2023-01-01,True,1_Coffee,university,5,73.0,sports,0.9315068493150684
1,Coffee,2023-04-23,161,2019-12-21,2023-01-01,True,1_Coffee,university,6,77.5,convention,2.07741935483871
1,Coffee,2023-09-24,81,2019-12-21,2023-01-01,True,1_Coffee,university,6,65.0,sports,1.2461538461538462
1,Coffee,2023-11-05,93,2019-12-21,2023-01-01,True,1_Coffee,university,6,70.0,cultural,1.3285714285714285
1,Coffee,2024-02-04,126,2019-12-21,2023-01-01,True,1_Coffee,university,6,74.0,book_fair,1.7027027027027026
1,Coffee,2024-09-15,85,2019-12-21,2023-01-01,True,1_Coffee,university,6,71.0,convention,1.1971830985915493
1,Juice & Smoothie,2023-05-01,45,2019-12-21,2023-01-01,True,1_Juice-Smoothie,university,0,11.0,sports,3.0
1,Juice & Smoothie,2023-05-15,25,2019-12-21,2023-01-01,True,1_Juice-Smoothie,university,0,11.0,music_festival,2.272727272727273
1,Juice & Smoothie,2023-08-21,15,2019-12-21,2023-01-01,True,1_Juice-Smoothie,university,0,11.0,music_festival,1.3636363636363635
1,Juice & Smoothie,2023-11-06,10,2019-12-21,2023-01-01,True,1_Juice-Smoothie,university,0,10.0,market,1.0
1,Juice & Smoothie,2023-11-27,17,2019-12-21,2023-01-01,True,1_Juice-Smoothie,university,0,10.0,music_festival,1.7
1,Juice & Smoothie,2024-01-01,84,2019-12-21,2023-01-01,True,1_Juice-Smoothie,university,0,11.0,food_festival,3.0
1,Juice & Smoothie,2024-01-01,84,2019-12-21,2023-01-01,True,1_Juice-Smoothie,university,0,11.0,food_festival,3.0
1,Juice & Smoothie,2024-06-17,16,2019-12-21,2023-01-01,True,1_Juice-Smoothie,university,0,10.0,cultural,1.6
1,Juice & Smoothie,2024-10-14,22,2019-12-21,2023-01-01,True,1_Juice-Smoothie,university,0,10.0,food_festival,2.2
1,Juice & Smoothie,2024-10-28,8,2019-12-21,2023-01-01,True,1_Juice-Smoothie,university,0,10.0,sports,0.8
1,Juice & Smoothie,2023-03-14,10,2019-12-21,2023-01-01,True,1_Juice-Smoothie,university,1,11.0,sports,0.9090909090909091
1,Juice & Smoothie,2023-05-30,29,2019-12-21,2023-01-01,True,1_Juice-Smoothie,university,1,11.0,cultural,2.6363636363636362
1,Juice & Smoothie,2023-05-30,29,2019-12-21,2023-01-01,True,1_Juice-Smoothie,university,1,11.0,food_festival,2.6363636363636362
1,Juice & Smoothie,2023-06-13,10,2019-12-21,2023-01-01,True,1_Juice-Smoothie,university,1,11.0,convention,0.9090909090909091
1,Juice & Smoothie,2023-06-20,24,2019-12-21,2023-01-01,True,1_Juice-Smoothie,university,1,10.5,cultural,2.2857142857142856
1,Juice & Smoothie,2023-08-22,15,2019-12-21,2023-01-01,True,1_Juice-Smoothie,university,1,10.0,book_fair,1.5
1,Juice & Smoothie,2023-08-29,13,2019-12-21,2023-01-01,True,1_Juice-Smoothie,university,1,10.0,convention,1.3
1,Juice & Smoothie,2023-09-26,17,2019-12-21,2023-01-01,True,1_Juice-Smoothie,university,1,10.0,music_festival,1.7
1,Juice & Smoothie,2023-10-03,25,2019-12-21,2023-01-01,True,1_Juice-Smoothie,university,1,10.0,food_festival,2.5
1,Juice & Smoothie,2023-12-19,19,2019-12-21,2023-01-01,True,1_Juice-Smoothie,university,1,10.0,market,1.9
1,Juice & Smoothie,2024-02-13,11,2019-12-21,2023-01-01,True,1_Juice-Smoothie,university,1,10.0,sports,1.1
1,Juice & Smoothie,2024-02-20,16,2019-12-21,2023-01-01,True,1_Juice-Smoothie,university,1,10.0,market,1.6
1,Juice & Smoothie,2024-06-25,14,2019-12-21,2023-01-01,True,1_Juice-Smoothie,university,1,10.0,book_fair,1.4
1,Juice & Smoothie,2024-08-27,7,2019-12-21,2023-01-01,True,1_Juice-Smoothie,university,1,10.0,convention,0.7
1,Juice & Smoothie,2024-10-29,11,2019-12-21,2023-01-01,True,1_Juice-Smoothie,university,1,10.0,cultural,1.1
1,Juice & Smoothie,2023-04-05,22,2019-12-21,2023-01-01,True,1_Juice-Smoothie,university,2,8.0,cultural,2.75
1,Juice & Smoothie,2023-10-04,22,2019-12-21,2023-01-01,True,1_Juice-Smoothie,university,2,8.0,food_festival,2.75
1,Juice & Smoothie,2023-11-22,18,2019-12-21,2023-01-01,True,1_Juice-Smoothie,university,2,8.0,market,2.25
1,Juice & Smoothie,2024-01-10,10,2019-12-21,2023-01-01,True,1_Juice-Smoothie,university,2,8.0,cultural,1.25
1,Juice & Smoothie,2024-05-15,18,2019-12-21,2023-01-01,True,1_Juice-Smoothie,university,2,9.0,sports,2.0
