timestamp,temperature_2m_mean,temperature_2m_max,temperature_2m_min,relative_humidity_2m_mean,precipitation_sum,precipitation_hours,rain_flag,heavy_rain_flag,hot_day_flag,cool_day_flag,humid_day_flag
2023-02-04,28.2,33.0,23.4,69,0.7142857142857143,0.07142857142857142,1,0,1,0,0
2023-02-05,28.2,33.0,23.4,69,0.7142857142857143,0.07142857142857142,1,0,1,0,0
2023-02-06,28.2,33.0,23.4,69,0.7142857142857143,0.07142857142857142,1,0,1,0,0
2023-02-07,28.2,33.0,23.4,69,0.7142857142857143,0.07142857142857142,1,0,1,0,0
2023-02-08,28.2,33.0,23.4,69,0.7142857142857143,0.07142857142857142,1,0,1,0,0
2023-02-09,28.2,33.0,23.4,69,0.7142857142857143,0.07142857142857142,1,0,1,0,0
2023-02-10,28.2,33.0,23.4,69,0.7142857142857143,0.07142857142857142,1,0,1,0,0
2023-02-11,28.2,33.0,23.4,69,0.7142857142857143,0.07142857142857142,1,0,1,0,0
2023-02-12,28.2,33.0,23.4,69,0.7142857142857143,0.07142857142857142,1,0,1,0,0
2023-02-13,28.2,33.0,23.4,69,0.7142857142857143,0.07142857142857142,1,0,1,0,0
2023-02-14,28.2,33.0,23.4,69,0.7142857142857143,0.07142857142857142,1,0,1,0,0
2023-02-15,28.2,33.0,23.4,69,0.7142857142857143,0.07142857142857142,1,0,1,0,0
2023-02-16,28.2,33.0,23.4,69,0.7142857142857143,0.07142857142857142,1,0,1,0,0
2023-02-17,28.2,33.0,23.4,69,0.7142857142857143,0.07142857142857142,1,0,1,0,0
2023-02-18,28.2,33.0,23.4,69,0.7142857142857143,0.07142857142857142,1,0,1,0,0
2023-02-19,28.2,33.0,23.4,69,0.7142857142857143,0.07142857142857142,1,0,1,0,0
2023-02-20,28.2,33.0,23.4,69,0.7142857142857143,0.07142857142857142,1,0,1,0,0
2023-02-21,28.2,33.0,23.4,69,0.7142857142857143,0.07142857142857142,1,0,1,0,0
2023-02-22,28.2,33.0,23.4,69,0.7142857142857143,0.07142857142857142,1,0,1,0,0
2023-02-23,28.2,33.0,23.4,69,0.7142857142857143,0.07142857142857142,1,0,1,0,0
2023-02-24,28.2,33.0,23.4,69,0.7142857142857143,0.07142857142857142,1,0,1,0,0
2023-02-25,28.2,33.0,23.4,69,0.7142857142857143,0.07142857142857142,1,0,1,0,0
2023-02-26,28.2,33.0,23.4,69,0.7142857142857143,0.07142857142857142,1,0,1,0,0
2023-02-27,28.2,33.0,23.4,69,0.7142857142857143,0.07142857142857142,1,0,1,0,0
2023-02-28,28.2,33.0,23.4,69,0.7142857142857143,0.07142857142857142,1,0,1,0,0
2023-03-01,29.7,34.3,25.0,72,1.2903225806451613,0.0967741935483871,1,0,1,0,0
2023-03-02,29.7,34.3,25.0,72,1.2903225806451613,0.0967741935483871,1,0,1,0,0
2023-03-03,29.7,34.3,25.0,72,1.2903225806451613,0.0967741935483871,1,0,1,0,0
2023-03-04,29.7,34.3,25.0,72,1.2903225806451613,0.0967741935483871,1,0,1,0,0
2023-03-05,29.7,34.3,25.0,72,1.2903225806451613,0.0967741935483871,1,0,1,0,0
2023-03-06,29.7,34.3,25.0,72,1.2903225806451613,0.0967741935483871,1,0,1,0,0
2023-03-07,29.7,34.3,25.0,72,1.2903225806451613,0.0967741935483871,1,0,1,0,0
2023-03-08,29.7,34.3,25.0,72,1.2903225806451613,0.0967741935483871,1,0,1,0,0
2023-03-09,29.7,34.3,25.0,72,1.2903225806451613,0.0967741935483871,1,0,1,0,0
2023-03-10,29.7,34.3,25.0,72,1.2903225806451613,0.0967741935483871,1,0,1,0,0
2023-03-11,29.7,34.3,25.0,72,1.2903225806451613,0.0967741935483871,1,0,1,0,0
2023-03-12,29.7,34.3,25.0,72,1.2903225806451613,0.0967741935483871,1,0,1,0,0
2023-03-13,29.7,34.3,25.0,72,1.2903225806451613,0.0967741935483871,1,0,1,0,0
2023-03-14,29.7,34.3,25.0,72,1.2903225806451613,0.0967741935483871,1,0,1,0,0
2023-03-15,29.7,34.3,25.0,72,1.2903225806451613,0.0967741935483871,1,0,1,0,0
2023-03-16,29.7,34.3,25.0,72,1.2903225806451613,0.0967741935483871,1,0,1,0,0
2023-03-17,29.7,34.3,25.0,72,1.2903225806451613,0.0967741935483871,1,0,1,0,0
2023-03-18,29.7,34.3,25.0,72,1.2903225806451613,0.0967741935483871,1,0,1,0,0
2023-03-19,29.7,34.3,25.0,72,1.2903225806451613,0.0967741935483871,1,0,1,0,0
2023-03-20,29.7,34.3,25.0,72,1.2903225806451613,0.0967741935483871,1,0,1,0,0
2023-03-21,29.7,34.3,25.0,72,1.2903225806451613,0.0967741935483871,1,0,1,0,0
2023-03-22,29.7,34.3,25.0,72,1.2903225806451613,0.0967741935483871,1,0,1,0,0
2023-03-23,29.7,34.3,25.0,72,1.2903225806451613,0.0967741935483871,1,0,1,0,0
2023-03-24,29.7,34.3,25.0,72,1.2903225806451613,0.0967741935483871,1,0,1,0,0
2023-03-25,29.7,34.3,25.0,72,1.2903225806451613,0.0967741935483871,1,0,1,0,0
2023-03-26,29.7,34.3,25.0,72,1.2903225806451613,0.0967741935483871,1,0,1,0,0
2023-03-27,29.7,34.3,25.0,72,1.2903225806451613,0.0967741935483871,1,0,1,0,0
2023-03-28,29.7,34.3,25.0,72,1.2903225806451613,0.0967741935483871,1,0,1,0,0
2023-03-29,29.7,34.3,25.0,72,1.2903225806451613,0.0967741935483871,1,0,1,0,0
2023-03-30,29.7,34.3,25.0,72,1.2903225806451613,0.0967741935483871,1,0,1,0,0
2023-03-31,29.7,34.3,25.0,72,1.2903225806451613,0.0967741935483871,1,0,1,0,0
2023-04-01,30.7,35.4,26.1,73,3.033333333333333,0.2,1,0,1,0,0
2023-04-02,30.7,35.4,26.1,73,3.033333333333333,0.2,1,0,1,0,0
2023-04-03,30.7,35.4,26.1,73,3.033333333333333,0.2,1,0,1,0,0
2023-04-04,30.7,35.4,26.1,73,3.033333333333333,0.2,1,0,1,0,0
2023-04-05,30.7,35.4,26.1,73,3.033333333333333,0.2,1,0,1,0,0
2023-04-06,30.7,35.4,26.1,73,3.033333333333333,0.2,1,0,1,0,0
2023-04-07,30.7,35.4,26.1,73,3.033333333333333,0.2,1,0,1,0,0
2023-04-08,30.7,35.4,26.1,73,3.033333333333333,0.2,1,0,1,0,0
2023-04-09,30.7,35.4,26.1,73,3.033333333333333,0.2,1,0,1,0,0
2023-04-10,30.7,35.4,26.1,73,3.033333333333333,0.2,1,0,1,0,0
2023-04-11,30.7,35.4,26.1,73,3.033333333333333,0.2,1,0,1,0,0
2023-04-12,30.7,35.4,26.1,73,3.033333333333333,0.2,1,0,1,0,0
2023-04-13,30.7,35.4,26.1,73,3.033333333333333,0.2,1,0,1,0,0
2023-04-14,30.7,35.4,26.1,73,3.033333333333333,0.2,1,0,1,0,0
2023-04-15,30.7,35.4,26.1,73,3.033333333333333,0.2,1,0,1,0,0
2023-04-16,30.7,35.4,26.1,73,3.033333333333333,0.2,1,0,1,0,0
2023-04-17,30.7,35.4,26.1,73,3.033333333333333,0.2,1,0,1,0,0
2023-04-18,30.7,35.4,26.1,73,3.033333333333333,0.2,1,0,1,0,0
2023-04-19,30.7,35.4,26.1,73,3.033333333333333,0.2,1,0,1,0,0
2023-04-20,30.7,35.4,26.1,73,3.033333333333333,0.2,1,0,1,0,0
2023-04-21,30.7,35.4,26.1,73,3.033333333333333,0.2,1,0,1,0,0
2023-04-22,30.7,35.4,26.1,73,3.033333333333333,0.2,1,0,1,0,0
2023-04-23,30.7,35.4,26.1,73,3.033333333333333,0.2,1,0,1,0,0
2023-04-24,30.7,35.4,26.1,73,3.033333333333333,0.2,1,0,1,0,0
2023-04-25,30.7,35.4,26.1,73,3.033333333333333,0.2,1,0,1,0,0
2023-04-26,30.7,35.4,26.1,73,3.033333333333333,0.2,1,0,1,0,0
2023-04-27,30.7,35.4,26.1,73,3.033333333333333,0.2,1,0,1,0,0
2023-04-28,30.7,35.4,26.1,73,3.033333333333333,0.2,1,0,1,0,0
2023-04-29,30.7,35.4,26.1,73,3.033333333333333,0.2,1,0,1,0,0
2023-04-30,30.7,35.4,26.1,73,3.033333333333333,0.2,1,0,1,0,0
2023-05-01,30.1,34.6,26.0,76,8.0,0.45161290322580644,1,0,1,0,0
2023-05-02,30.1,34.6,26.0,76,8.0,0.45161290322580644,1,0,1,0,0
2023-05-03,30.1,34.6,26.0,76,8.0,0.45161290322580644,1,0,1,0,0
2023-05-04,30.1,34.6,26.0,76,8.0,0.45161290322580644,1,0,1,0,0
2023-05-05,30.1,34.6,26.0,76,8.0,0.45161290322580644,1,0,1,0,0
2023-05-06,30.1,34.6,26.0,76,8.0,0.45161290322580644,1,0,1,0,0
2023-05-07,30.1,34.6,26.0,76,8.0,0.45161290322580644,1,0,1,0,0
2023-05-08,30.1,34.6,26.0,76,8.0,0.45161290322580644,1,0,1,0,0
2023-05-09,30.1,34.6,26.0,76,8.0,0.45161290322580644,1,0,1,0,0
2023-05-10,30.1,34.6,26.0,76,8.0,0.45161290322580644,1,0,1,0,0
2023-05-11,30.1,34.6,26.0,76,8.0,0.45161290322580644,1,0,1,0,0
2023-05-12,30.1,34.6,26.0,76,8.0,0.45161290322580644,1,0,1,0,0
2023-05-13,30.1,34.6,26.0,76,8.0,0.45161290322580644,1,0,1,0,0
2023-05-14,30.1,34.6,26.0,76,8.0,0.45161290322580644,1,0,1,0,0
2023-05-15,30.1,34.6,26.0,76,8.0,0.45161290322580644,1,0,1,0,0
2023-05-16,30.1,34.6,26.0,76,8.0,0.45161290322580644,1,0,1,0,0
2023-05-17,30.1,34.6,26.0,76,8.0,0.45161290322580644,1,0,1,0,0
2023-05-18,30.1,34.6,26.0,76,8.0,0.45161290322580644,1,0,1,0,0
2023-05-19,30.1,34.6,26.0,76,8.0,0.45161290322580644,1,0,1,0,0
2023-05-20,30.1,34.6,26.0,76,8.0,0.45161290322580644,1,0,1,0,0
2023-05-21,30.1,34.6,26.0,76,8.0,0.45161290322580644,1,0,1,0,0
2023-05-22,30.1,34.6,26.0,76,8.0,0.45161290322580644,1,0,1,0,0
2023-05-23,30.1,34.6,26.0,76,8.0,0.45161290322580644,1,0,1,0,0
2023-05-24,30.1,34.6,26.0,76,8.0,0.45161290322580644,1,0,1,0,0
2023-05-25,30.1,34.6,26.0,76,8.0,0.45161290322580644,1,0,1,0,0
2023-05-26,30.1,34.6,26.0,76,8.0,0.45161290322580644,1,0,1,0,0
2023-05-27,30.1,34.6,26.0,76,8.0,0.45161290322580644,1,0,1,0,0
2023-05-28,30.1,34.6,26.0,76,8.0,0.45161290322580644,1,0,1,0,0
2023-05-29,30.1,34.6,26.0,76,8.0,0.45161290322580644,1,0,1,0,0
2023-05-30,30.1,34.6,26.0,76,8.0,0.45161290322580644,1,0,1,0,0
2023-05-31,30.1,34.6,26.0,76,8.0,0.45161290322580644,1,0,1,0,0
2023-06-01,29.5,33.6,25.8,77,5.233333333333333,0.43333333333333335,1,0,1,0,0
2023-06-02,29.5,33.6,25.8,77,5.233333333333333,0.43333333333333335,1,0,1,0,0
2023-06-03,29.5,33.6,25.8,77,5.233333333333333,0.43333333333333335,1,0,1,0,0
2023-06-04,29.5,33.6,25.8,77,5.233333333333333,0.43333333333333335,1,0,1,0,0
2023-06-05,29.5,33.6,25.8,77,5.233333333333333,0.43333333333333335,1,0,1,0,0
2023-06-06,29.5,33.6,25.8,77,5.233333333333333,0.43333333333333335,1,0,1,0,0
2023-06-07,29.5,33.6,25.8,77,5.233333333333333,0.43333333333333335,1,0,1,0,0
2023-06-08,29.5,33.6,25.8,77,5.233333333333333,0.43333333333333335,1,0,1,0,0
2023-06-09,29.5,33.6,25.8,77,5.233333333333333,0.43333333333333335,1,0,1,0,0
2023-06-10,29.5,33.6,25.8,77,5.233333333333333,0.43333333333333335,1,0,1,0,0
2023-06-11,29.5,33.6,25.8,77,5.233333333333333,0.43333333333333335,1,0,1,0,0
2023-06-12,29.5,33.6,25.8,77,5.233333333333333,0.43333333333333335,1,0,1,0,0
2023-06-13,29.5,33.6,25.8,77,5.233333333333333,0.43333333333333335,1,0,1,0,0
2023-06-14,29.5,33.6,25.8,77,5.233333333333333,0.43333333333333335,1,0,1,0,0
2023-06-15,29.5,33.6,25.8,77,5.233333333333333,0.43333333333333335,1,0,1,0,0
2023-06-16,29.5,33.6,25.8,77,5.233333333333333,0.43333333333333335,1,0,1,0,0
2023-06-17,29.5,33.6,25.8,77,5.233333333333333,0.43333333333333335,1,0,1,0,0
2023-06-18,29.5,33.6,25.8,77,5.233333333333333,0.43333333333333335,1,0,1,0,0
2023-06-19,29.5,33.6,25.8,77,5.233333333333333,0.43333333333333335,1,0,1,0,0
2023-06-20,29.5,33.6,25.8,77,5.233333333333333,0.43333333333333335,1,0,1,0,0
2023-06-21,29.5,33.6,25.8,77,5.233333333333333,0.43333333333333335,1,0,1,0,0
2023-06-22,29.5,33.6,25.8,77,5.233333333333333,0.43333333333333335,1,0,1,0,0
2023-06-23,29.5,33.6,25.8,77,5.233333333333333,0.43333333333333335,1,0,1,0,0
2023-06-24,29.5,33.6,25.8,77,5.233333333333333,0.43333333333333335,1,0,1,0,0
2023-06-25,29.5,33.6,25.8,77,5.233333333333333,0.43333333333333335,1,0,1,0,0
2023-06-26,29.5,33.6,25.8,77,5.233333333333333,0.43333333333333335,1,0,1,0,0
2023-06-27,29.5,33.6,25.8,77,5.233333333333333,0.43333333333333335,1,0,1,0,0
2023-06-28,29.5,33.6,25.8,77,5.233333333333333,0.43333333333333335,1,0,1,0,0
2023-06-29,29.5,33.6,25.8,77,5.233333333333333,0.43333333333333335,1,0,1,0,0
2023-06-30,29.5,33.6,25.8,77,5.233333333333333,0.43333333333333335,1,0,1,0,0
2023-07-01,29.1,33.2,25.5,78,5.645161290322581,0.45161290322580644,1,0,1,0,0
2023-07-02,29.1,33.2,25.5,78,5.645161290322581,0.45161290322580644,1,0,1,0,0
2023-07-03,29.1,33.2,25.5,78,5.645161290322581,0.45161290322580644,1,0,1,0,0
2023-07-04,29.1,33.2,25.5,78,5.645161290322581,0.45161290322580644,1,0,1,0,0
2023-07-05,29.1,33.2,25.5,78,5.645161290322581,0.45161290322580644,1,0,1,0,0
2023-07-06,29.1,33.2,25.5,78,5.645161290322581,0.45161290322580644,1,0,1,0,0
2023-07-07,29.1,33.2,25.5,78,5.645161290322581,0.45161290322580644,1,0,1,0,0
2023-07-08,29.1,33.2,25.5,78,5.645161290322581,0.45161290322580644,1,0,1,0,0
2023-07-09,29.1,33.2,25.5,78,5.645161290322581,0.45161290322580644,1,0,1,0,0
2023-07-10,29.1,33.2,25.5,78,5.645161290322581,0.45161290322580644,1,0,1,0,0
2023-07-11,29.1,33.2,25.5,78,5.645161290322581,0.45161290322580644,1,0,1,0,0
2023-07-12,29.1,33.2,25.5,78,5.645161290322581,0.45161290322580644,1,0,1,0,0
2023-07-13,29.1,33.2,25.5,78,5.645161290322581,0.45161290322580644,1,0,1,0,0
2023-07-14,29.1,33.2,25.5,78,5.645161290322581,0.45161290322580644,1,0,1,0,0
2023-07-15,29.1,33.2,25.5,78,5.645161290322581,0.45161290322580644,1,0,1,0,0
2023-07-16,29.1,33.2,25.5,78,5.645161290322581,0.45161290322580644,1,0,1,0,0
2023-07-17,29.1,33.2,25.5,78,5.645161290322581,0.45161290322580644,1,0,1,0,0
2023-07-18,29.1,33.2,25.5,78,5.645161290322581,0.45161290322580644,1,0,1,0,0
2023-07-19,29.1,33.2,25.5,78,5.645161290322581,0.45161290322580644,1,0,1,0,0
2023-07-20,29.1,33.2,25.5,78,5.645161290322581,0.45161290322580644,1,0,1,0,0
2023-07-21,29.1,33.2,25.5,78,5.645161290322581,0.45161290322580644,1,0,1,0,0
2023-07-22,29.1,33.2,25.5,78,5.645161290322581,0.45161290322580644,1,0,1,0,0
2023-07-23,29.1,33.2,25.5,78,5.645161290322581,0.45161290322580644,1,0,1,0,0
2023-07-24,29.1,33.2,25.5,78,5.645161290322581,0.45161290322580644,1,0,1,0,0
2023-07-25,29.1,33.2,25.5,78,5.645161290322581,0.45161290322580644,1,0,1,0,0
2023-07-26,29.1,33.2,25.5,78,5.645161290322581,0.45161290322580644,1,0,1,0,0
2023-07-27,29.1,33.2,25.5,78,5.645161290322581,0.45161290322580644,1,0,1,0,0
2023-07-28,29.1,33.2,25.5,78,5.645161290322581,0.45161290322580644,1,0,1,0,0
2023-07-29,29.1,33.2,25.5,78,5.645161290322581,0.45161290322580644,1,0,1,0,0
2023-07-30,29.1,33.2,25.5,78,5.645161290322581,0.45161290322580644,1,0,1,0,0
2023-07-31,29.1,33.2,25.5,78,5.645161290322581,0.45161290322580644,1,0,1,0,0
2023-08-01,28.9,32.9,25.4,79,7.064516129032258,0.5161290322580645,1,0,0,0,0
2023-08-02,28.9,32.9,25.4,79,7.064516129032258,0.5161290322580645,1,0,0,0,0
2023-08-03,28.9,32.9,25.4,79,7.064516129032258,0.5161290322580645,1,0,0,0,0
2023-08-04,28.9,32.9,25.4,79,7.064516129032258,0.5161290322580645,1,0,0,0,0
2023-08-05,28.9,32.9,25.4,79,7.064516129032258,0.5161290322580645,1,0,0,0,0
2023-08-06,28.9,32.9,25.4,79,7.064516129032258,0.5161290322580645,1,0,0,0,0
2023-08-07,28.9,32.9,25.4,79,7.064516129032258,0.5161290322580645,1,0,0,0,0
2023-08-08,28.9,32.9,25.4,79,7.064516129032258,0.5161290322580645,1,0,0,0,0
2023-08-09,28.9,32.9,25.4,79,7.064516129032258,0.5161290322580645,1,0,0,0,0
2023-08-10,28.9,32.9,25.4,79,7.064516129032258,0.5161290322580645,1,0,0,0,0
2023-08-11,28.9,32.9,25.4,79,7.064516129032258,0.5161290322580645,1,0,0,0,0
2023-08-12,28.9,32.9,25.4,79,7.064516129032258,0.5161290322580645,1,0,0,0,0
2023-08-13,28.9,32.9,25.4,79,7.064516129032258,0.5161290322580645,1,0,0,0,0
2023-08-14,28.9,32.9,25.4,79,7.064516129032258,0.5161290322580645,1,0,0,0,0
2023-08-15,28.9,32.9,25.4,79,7.064516129032258,0.5161290322580645,1,0,0,0,0
2023-08-16,28.9,32.9,25.4,79,7.064516129032258,0.5161290322580645,1,0,0,0,0
2023-08-17,28.9,32.9,25.4,79,7.064516129032258,0.5161290322580645,1,0,0,0,0
2023-08-18,28.9,32.9,25.4,79,7.064516129032258,0.5161290322580645,1,0,0,0,0
2023-08-19,28.9,32.9,25.4,79,7.064516129032258,0.5161290322580645,1,0,0,0,0
2023-08-20,28.9,32.9,25.4,79,7.064516129032258,0.5161290322580645,1,0,0,0,0
2023-08-21,28.9,32.9,25.4,79,7.064516129032258,0.5161290322580645,1,0,0,0,0
2023-08-22,28.9,32.9,25.4,79,7.064516129032258,0.5161290322580645,1,0,0,0,0
2023-08-23,28.9,32.9,25.4,79,7.064516129032258,0.5161290322580645,1,0,0,0,0
2023-08-24,28.9,32.9,25.4,79,7.064516129032258,0.5161290322580645,1,0,0,0,0
2023-08-25,28.9,32.9,25.4,79,7.064516129032258,0.5161290322580645,1,0,0,0,0
2023-08-26,28.9,32.9,25.4,79,7.064516129032258,0.5161290322580645,1,0,0,0,0
2023-08-27,28.9,32.9,25.4,79,7.064516129032258,0.5161290322580645,1,0,0,0,0
2023-08-28,28.9,32.9,25.4,79,7.064516129032258,0.5161290322580645,1,0,0,0,0
2023-08-29,28.9,32.9,25.4,79,7.064516129032258,0.5161290322580645,1,0,0,0,0
2023-08-30,28.9,32.9,25.4,79,7.064516129032258,0.5161290322580645,1,0,0,0,0
2023-08-31,28.9,32.9,25.4,79,7.064516129032258,0.5161290322580645,1,0,0,0,0
2023-09-01,28.6,32.7,25.1,81,11.1,0.6666666666666666,1,1,0,0,1
2023-09-02,28.6,32.7,25.1,81,11.1,0.6666666666666666,1,1,0,0,1
2023-09-03,28.6,32.7,25.1,81,11.1,0.6666666666666666,1,1,0,0,1
2023-09-04,28.6,32.7,25.1,81,11.1,0.6666666666666666,1,1,0,0,1
2023-09-05,28.6,32.7,25.1,81,11.1,0.6666666666666666,1,1,0,0,1
2023-09-06,28.6,32.7,25.1,81,11.1,0.6666666666666666,1,1,0,0,1
2023-09-07,28.6,32.7,25.1,81,11.1,0.6666666666666666,1,1,0,0,1
2023-09-08,28.6,32.7,25.1,81,11.1,0.6666666666666666,1,1,0,0,1
2023-09-09,28.6,32.7,25.1,81,11.1,0.6666666666666666,1,1,0,0,1
2023-09-10,28.6,32.7,25.1,81,11.1,0.6666666666666666,1,1,0,0,1
2023-09-11,28.6,32.7,25.1,81,11.1,0.6666666666666666,1,1,0,0,1
2023-09-12,28.6,32.7,25.1,81,11.1,0.6666666666666666,1,1,0,0,1
2023-09-13,28.6,32.7,25.1,81,11.1,0.6666666666666666,1,1,0,0,1
2023-09-14,28.6,32.7,25.1,81,11.1,0.6666666666666666,1,1,0,0,1
2023-09-15,28.6,32.7,25.1,81,11.1,0.6666666666666666,1,1,0,0,1
2023-09-16,28.6,32.7,25.1,81,11.1,0.6666666666666666,1,1,0,0,1
2023-09-17,28.6,32.7,25.1,81,11.1,0.6666666666666666,1,1,0,0,1
2023-09-18,28.6,32.7,25.1,81,11.1,0.6666666666666666,1,1,0,0,1
2023-09-19,28.6,32.7,25.1,81,11.1,0.6666666666666666,1,1,0,0,1
2023-09-20,28.6,32.7,25.1,81,11.1,0.6666666666666666,1,1,0,0,1
2023-09-21,28.6,32.7,25.1,81,11.1,0.6666666666666666,1,1,0,0,1
2023-09-22,28.6,32.7,25.1,81,11.1,0.6666666666666666,1,1,0,0,1
2023-09-23,28.6,32.7,25.1,81,11.1,0.6666666666666666,1,1,0,0,1
2023-09-24,28.6,32.7,25.1,81,11.1,0.6666666666666666,1,1,0,0,1
2023-09-25,28.6,32.7,25.1,81,11.1,0.6666666666666666,1,1,0,0,1
2023-09-26,28.6,32.7,25.1,81,11.1,0.6666666666666666,1,1,0,0,1
2023-09-27,28.6,32.7,25.1,81,11.1,0.6666666666666666,1,1,0,0,1
2023-09-28,28.6,32.7,25.1,81,11.1,0.6666666666666666,1,1,0,0,1
2023-09-29,28.6,32.7,25.1,81,11.1,0.6666666666666666,1,1,0,0,1
2023-09-30,28.6,32.7,25.1,81,11.1,0.6666666666666666,1,1,0,0,1
2023-10-01,28.2,32.5,24.6,79,6.129032258064516,0.45161290322580644,1,0,0,0,0
2023-10-02,28.2,32.5,24.6,79,6.129032258064516,0.45161290322580644,1,0,0,0,0
2023-10-03,28.2,32.5,24.6,79,6.129032258064516,0.45161290322580644,1,0,0,0,0
2023-10-04,28.2,32.5,24.6,79,6.129032258064516,0.45161290322580644,1,0,0,0,0
2023-10-05,28.2,32.5,24.6,79,6.129032258064516,0.45161290322580644,1,0,0,0,0
2023-10-06,28.2,32.5,24.6,79,6.129032258064516,0.45161290322580644,1,0,0,0,0
2023-10-07,28.2,32.5,24.6,79,6.129032258064516,0.45161290322580644,1,0,0,0,0
2023-10-08,28.2,32.5,24.6,79,6.129032258064516,0.45161290322580644,1,0,0,0,0
2023-10-09,28.2,32.5,24.6,79,6.129032258064516,0.45161290322580644,1,0,0,0,0
2023-10-10,28.2,32.5,24.6,79,6.129032258064516,0.45161290322580644,1,0,0,0,0
2023-10-11,28.2,32.5,24.6,79,6.129032258064516,0.45161290322580644,1,0,0,0,0
2023-10-12,28.2,32.5,24.6,79,6.129032258064516,0.45161290322580644,1,0,0,0,0
2023-10-13,28.2,32.5,24.6,79,6.129032258064516,0.45161290322580644,1,0,0,0,0
2023-10-14,28.2,32.5,24.6,79,6.129032258064516,0.45161290322580644,1,0,0,0,0
2023-10-15,28.2,32.5,24.6,79,6.129032258064516,0.45161290322580644,1,0,0,0,0
2023-10-16,28.2,32.5,24.6,79,6.129032258064516,0.45161290322580644,1,0,0,0,0
2023-10-17,28.2,32.5,24.6,79,6.129032258064516,0.45161290322580644,1,0,0,0,0
2023-10-18,28.2,32.5,24.6,79,6.129032258064516,0.45161290322580644,1,0,0,0,0
2023-10-19,28.2,32.5,24.6,79,6.129032258064516,0.45161290322580644,1,0,0,0,0
2023-10-20,28.2,32.5,24.6,79,6.129032258064516,0.45161290322580644,1,0,0,0,0
