timestamp,temperature_2m_mean,temperature_2m_max,temperature_2m_min,relative_humidity_2m_mean,precipitation_sum,precipitation_hours,rain_flag,heavy_rain_flag,hot_day_flag,cool_day_flag,humid_day_flag,is_month_end_salary_window,is_civil_servant_payday,is_pension_payday,is_any_salary_payday,days_since_gov_payday,days_until_gov_payday,post_payday_3d,pre_payday_3d,external_public_holiday_flag,new_year_countdown_flag,ptt_vs_bangchak_gasohol95_diff,ptt_vs_bangchak_gasohol91_diff,ptt_vs_bangchak_gasohol_e20_diff,ptt_vs_bangchak_diesel_diff,ptt_vs_bangchak_premium_diesel_diff,ptt_fuel_price_index,bangchak_fuel_price_index,ptt_vs_bangchak_fuel_index_diff,ptt_fuel_price_index_change_1d,ptt_fuel_price_index_ma7,ptt_fuel_price_index_volatility_7d,bangchak_fuel_price_index_change_1d,bangchak_fuel_price_index_ma7,bangchak_fuel_price_index_volatility_7d
2023-01-25,26.7,32.0,21.8,66,0.2903225806451613,0.032258064516129,1,0,0,0,0,1,0,0,1,31,31,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-26,26.7,32.0,21.8,66,0.2903225806451613,0.032258064516129,1,0,0,0,0,1,0,0,1,31,31,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-27,26.7,32.0,21.8,66,0.2903225806451613,0.032258064516129,1,0,0,0,0,1,0,0,1,31,31,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-28,26.7,32.0,21.8,66,0.2903225806451613,0.032258064516129,1,0,0,0,0,1,0,0,1,31,31,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-29,26.7,32.0,21.8,66,0.2903225806451613,0.032258064516129,1,0,0,0,0,1,0,0,1,31,31,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-30,26.7,32.0,21.8,66,0.2903225806451613,0.032258064516129,1,0,0,0,0,1,0,0,1,31,31,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-31,26.7,32.0,21.8,66,0.2903225806451613,0.032258064516129,1,0,0,0,0,1,0,0,1,31,31,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-02-01,28.2,33.0,23.4,69,0.7142857142857143,0.0714285714285714,1,0,1,0,0,0,0,0,0,31,31,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-02-02,28.2,33.0,23.4,69,0.7142857142857143,0.0714285714285714,1,0,1,0,0,0,0,0,0,31,31,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-02-03,28.2,33.0,23.4,69,0.7142857142857143,0.0714285714285714,1,0,1,0,0,0,0,0,0,31,31,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-02-04,28.2,33.0,23.4,69,0.7142857142857143,0.0714285714285714,1,0,1,0,0,0,0,0,0,31,31,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-02-05,28.2,33.0,23.4,69,0.7142857142857143,0.0714285714285714,1,0,1,0,0,0,0,0,0,31,31,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-02-06,28.2,33.0,23.4,69,0.7142857142857143,0.0714285714285714,1,0,1,0,0,0,0,0,0,31,31,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-02-07,28.2,33.0,23.4,69,0.7142857142857143,0.0714285714285714,1,0,1,0,0,0,0,0,0,31,31,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-02-08,28.2,33.0,23.4,69,0.7142857142857143,0.0714285714285714,1,0,1,0,0,0,0,0,0,31,31,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-02-09,28.2,33.0,23.4,69,0.7142857142857143,0.0714285714285714,1,0,1,0,0,0,0,0,0,31,31,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-02-10,28.2,33.0,23.4,69,0.7142857142857143,0.0714285714285714,1,0,1,0,0,0,0,0,0,31,31,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-02-11,28.2,33.0,23.4,69,0.7142857142857143,0.0714285714285714,1,0,1,0,0,0,0,0,0,31,31,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-02-12,28.2,33.0,23.4,69,0.7142857142857143,0.0714285714285714,1,0,1,0,0,0,0,0,0,31,31,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-02-13,28.2,33.0,23.4,69,0.7142857142857143,0.0714285714285714,1,0,1,0,0,0,0,0,0,31,31,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-02-14,28.2,33.0,23.4,69,0.7142857142857143,0.0714285714285714,1,0,1,0,0,0,0,0,0,31,31,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-02-15,28.2,33.0,23.4,69,0.7142857142857143,0.0714285714285714,1,0,1,0,0,0,0,0,0,31,31,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-02-16,28.2,33.0,23.4,69,0.7142857142857143,0.0714285714285714,1,0,1,0,0,0,0,0,0,31,31,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-02-17,28.2,33.0,23.4,69,0.7142857142857143,0.0714285714285714,1,0,1,0,0,0,0,0,0,31,31,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-02-18,28.2,33.0,23.4,69,0.7142857142857143,0.0714285714285714,1,0,1,0,0,0,0,0,0,31,31,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-02-19,28.2,33.0,23.4,69,0.7142857142857143,0.0714285714285714,1,0,1,0,0,0,0,0,0,31,31,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-02-20,28.2,33.0,23.4,69,0.7142857142857143,0.0714285714285714,1,0,1,0,0,0,0,0,0,31,31,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-02-21,28.2,33.0,23.4,69,0.7142857142857143,0.0714285714285714,1,0,1,0,0,0,0,0,0,31,31,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-02-22,28.2,33.0,23.4,69,0.7142857142857143,0.0714285714285714,1,0,1,0,0,0,0,0,0,31,31,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-02-23,28.2,33.0,23.4,69,0.7142857142857143,0.0714285714285714,1,0,1,0,0,0,0,0,0,31,31,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-02-24,28.2,33.0,23.4,69,0.7142857142857143,0.0714285714285714,1,0,1,0,0,0,0,0,0,31,31,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-02-25,28.2,33.0,23.4,69,0.7142857142857143,0.0714285714285714,1,0,1,0,0,1,0,0,1,31,31,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-02-26,28.2,33.0,23.4,69,0.7142857142857143,0.0714285714285714,1,0,1,0,0,1,0,0,1,31,31,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-02-27,28.2,33.0,23.4,69,0.7142857142857143,0.0714285714285714,1,0,1,0,0,1,0,0,1,31,31,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-02-28,28.2,33.0,23.4,69,0.7142857142857143,0.0714285714285714,1,0,1,0,0,1,0,0,1,31,31,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-03-01,29.7,34.3,25.0,72,1.2903225806451613,0.0967741935483871,1,0,1,0,0,0,0,0,0,31,31,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-03-02,29.7,34.3,25.0,72,1.2903225806451613,0.0967741935483871,1,0,1,0,0,0,0,0,0,31,31,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-03-03,29.7,34.3,25.0,72,1.2903225806451613,0.0967741935483871,1,0,1,0,0,0,0,0,0,31,31,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-03-04,29.7,34.3,25.0,72,1.2903225806451613,0.0967741935483871,1,0,1,0,0,0,0,0,0,31,31,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-03-05,29.7,34.3,25.0,72,1.2903225806451613,0.0967741935483871,1,0,1,0,0,0,0,0,0,31,31,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-03-06,29.7,34.3,25.0,72,1.2903225806451613,0.0967741935483871,1,0,1,0,0,0,0,0,0,31,31,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-03-07,29.7,34.3,25.0,72,1.2903225806451613,0.0967741935483871,1,0,1,0,0,0,0,0,0,31,31,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-03-08,29.7,34.3,25.0,72,1.2903225806451613,0.0967741935483871,1,0,1,0,0,0,0,0,0,31,31,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-03-09,29.7,34.3,25.0,72,1.2903225806451613,0.0967741935483871,1,0,1,0,0,0,0,0,0,31,31,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-03-10,29.7,34.3,25.0,72,1.2903225806451613,0.0967741935483871,1,0,1,0,0,0,0,0,0,31,31,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-03-11,29.7,34.3,25.0,72,1.2903225806451613,0.0967741935483871,1,0,1,0,0,0,0,0,0,31,31,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-03-12,29.7,34.3,25.0,72,1.2903225806451613,0.0967741935483871,1,0,1,0,0,0,0,0,0,31,31,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-03-13,29.7,34.3,25.0,72,1.2903225806451613,0.0967741935483871,1,0,1,0,0,0,0,0,0,31,31,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-03-14,29.7,34.3,25.0,72,1.2903225806451613,0.0967741935483871,1,0,1,0,0,0,0,0,0,31,31,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-03-15,29.7,34.3,25.0,72,1.2903225806451613,0.0967741935483871,1,0,1,0,0,0,0,0,0,31,31,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-03-16,29.7,34.3,25.0,72,1.2903225806451613,0.0967741935483871,1,0,1,0,0,0,0,0,0,31,31,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-03-17,29.7,34.3,25.0,72,1.2903225806451613,0.0967741935483871,1,0,1,0,0,0,0,0,0,31,31,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-03-18,29.7,34.3,25.0,72,1.2903225806451613,0.0967741935483871,1,0,1,0,0,0,0,0,0,31,31,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-03-19,29.7,34.3,25.0,72,1.2903225806451613,0.0967741935483871,1,0,1,0,0,0,0,0,0,31,31,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-03-20,29.7,34.3,25.0,72,1.2903225806451613,0.0967741935483871,1,0,1,0,0,0,0,0,0,31,31,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-03-21,29.7,34.3,25.0,72,1.2903225806451613,0.0967741935483871,1,0,1,0,0,0,0,0,0,31,31,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-03-22,29.7,34.3,25.0,72,1.2903225806451613,0.0967741935483871,1,0,1,0,0,0,0,0,0,31,31,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-03-23,29.7,34.3,25.0,72,1.2903225806451613,0.0967741935483871,1,0,1,0,0,0,0,0,0,31,31,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-03-24,29.7,34.3,25.0,72,1.2903225806451613,0.0967741935483871,1,0,1,0,0,0,0,0,0,31,31,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-03-25,29.7,34.3,25.0,72,1.2903225806451613,0.0967741935483871,1,0,1,0,0,1,0,0,1,31,31,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-03-26,29.7,34.3,25.0,72,1.2903225806451613,0.0967741935483871,1,0,1,0,0,1,0,0,1,31,31,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-03-27,29.7,34.3,25.0,72,1.2903225806451613,0.0967741935483871,1,0,1,0,0,1,0,0,1,31,31,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-03-28,29.7,34.3,25.0,72,1.2903225806451613,0.0967741935483871,1,0,1,0,0,1,0,0,1,31,31,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-03-29,29.7,34.3,25.0,72,1.2903225806451613,0.0967741935483871,1,0,1,0,0,1,0,0,1,31,31,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-03-30,29.7,34.3,25.0,72,1.2903225806451613,0.0967741935483871,1,0,1,0,0,1,0,0,1,31,31,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-03-31,29.7,34.3,25.0,72,1.2903225806451613,0.0967741935483871,1,0,1,0,0,1,0,0,1,31,31,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-04-01,30.7,35.4,26.1,73,3.033333333333333,0.2,1,0,1,0,0,0,0,0,0,31,31,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-04-02,30.7,35.4,26.1,73,3.033333333333333,0.2,1,0,1,0,0,0,0,0,0,31,31,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-04-03,30.7,35.4,26.1,73,3.033333333333333,0.2,1,0,1,0,0,0,0,0,0,31,31,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-04-04,30.7,35.4,26.1,73,3.033333333333333,0.2,1,0,1,0,0,0,0,0,0,31,31,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-04-05,30.7,35.4,26.1,73,3.033333333333333,0.2,1,0,1,0,0,0,0,0,0,31,31,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-04-06,30.7,35.4,26.1,73,3.033333333333333,0.2,1,0,1,0,0,0,0,0,0,31,31,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-04-07,30.7,35.4,26.1,73,3.033333333333333,0.2,1,0,1,0,0,0,0,0,0,31,31,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-04-08,30.7,35.4,26.1,73,3.033333333333333,0.2,1,0,1,0,0,0,0,0,0,31,31,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-04-09,30.7,35.4,26.1,73,3.033333333333333,0.2,1,0,1,0,0,0,0,0,0,31,31,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-04-10,30.7,35.4,26.1,73,3.033333333333333,0.2,1,0,1,0,0,0,0,0,0,31,31,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-04-11,30.7,35.4,26.1,73,3.033333333333333,0.2,1,0,1,0,0,0,0,0,0,31,31,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-04-12,30.7,35.4,26.1,73,3.033333333333333,0.2,1,0,1,0,0,0,0,0,0,31,31,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-04-13,30.7,35.4,26.1,73,3.033333333333333,0.2,1,0,1,0,0,0,0,0,0,31,31,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-04-14,30.7,35.4,26.1,73,3.033333333333333,0.2,1,0,1,0,0,0,0,0,0,31,31,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-04-15,30.7,35.4,26.1,73,3.033333333333333,0.2,1,0,1,0,0,0,0,0,0,31,31,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
